iata_code,name,latitude,longitude,elevation_ft,continent,country_code,region_code,city,airport_type,is_hub,region
AMS,Amsterdam Airport Schiphol,52.308601,4.76389,-11.0,EU,NL,NL-NH,Amsterdam,large_airport,True,NL
ATL,Hartsfield Jackson Atlanta International Airport,33.6367,-84.428101,1026.0,,US,US-GA,Atlanta,large_airport,True,US
BKK,Suvarnabhumi Airport,13.681099891662598,100.74700164794922,5.0,AS,TH,TH-10,Bangkok,large_airport,True,TH
BOG,El Dorado International Airport,4.70159,-74.1469,8361.0,SA,CO,CO-DC,Bogota,large_airport,True,CO
CAI,Cairo International Airport,30.111534,31.396694,322.0,AF,EG,EG-C,Cairo,large_airport,True,EG
CDG,Charles de Gaulle International Airport,49.012798,2.55,392.0,EU,FR,FR-IDF,"Paris (Roissy-en-France, Val-d'Oise)",large_airport,True,FR
DFW,Dallas Fort Worth International Airport,32.896801,-97.038002,607.0,,US,US-TX,Dallas-Fort Worth,large_airport,True,US
DOH,Hamad International Airport,25.273056,51.608056,13.0,AS,QA,QA-DA,Doha,large_airport,True,QA
DXB,Dubai International Airport,25.2527999878,55.3643989563,62.0,AS,AE,AE-DU,Dubai,large_airport,True,AE
EZE,Minister Pistarini International Airport,-34.8222,-58.5358,67.0,SA,AR,AR-B,Buenos Aires (Ezeiza),large_airport,True,AR
FCO,Rome–Fiumicino Leonardo da Vinci International Airport,41.804532,12.251998,13.0,EU,IT,IT-62,Rome,large_airport,True,IT
FRA,Frankfurt Airport,50.030241,8.561096,364.0,EU,DE,DE-HE,Frankfurt am Main,large_airport,True,DE
GRU,Guarulhos - Governador André Franco Montoro International Airport,-23.431944,-46.467778,2461.0,SA,BR,BR-SP,São Paulo,large_airport,True,BR
HAN,Noi Bai International Airport,21.221201,105.806999,39.0,AS,VN,VN-RRD,Hanoi (Soc Son),large_airport,True,VN
HKG,Hong Kong International Airport,22.308901,113.915001,28.0,AS,HK,HK-NT,Hong Kong,large_airport,True,HK
HND,Tokyo Haneda International Airport,35.552299,139.779999,35.0,AS,JP,JP-13,Tokyo,large_airport,True,JP
ICN,Incheon International Airport,37.469101,126.450996,23.0,AS,KR,KR-28,Seoul,large_airport,True,KR
IST,İstanbul Airport,41.261297,28.741951,325.0,EU,TR,TR-34,"Arnavutköy, Istanbul",large_airport,True,TR
JFK,John F Kennedy International Airport,40.639447,-73.779317,13.0,,US,US-NY,New York,large_airport,True,US
JNB,O.R. Tambo International Airport,-26.1392,28.246,5558.0,AF,ZA,ZA-GT,Johannesburg,large_airport,True,ZA
LAX,Los Angeles International Airport,33.942501,-118.407997,125.0,,US,US-CA,Los Angeles,large_airport,True,US
LHR,London Heathrow Airport,51.4706,-0.461941,83.0,EU,GB,GB-ENG,London,large_airport,True,GB
MAD,Adolfo Suárez Madrid–Barajas Airport,40.471926,-3.56264,1998.0,EU,ES,ES-MD,Madrid,large_airport,True,ES
MEL,Melbourne Airport,-37.661548,144.836432,434.0,OC,AU,AU-VIC,Melbourne,large_airport,True,AU
MEX,Benito Juárez International Airport,19.435137,-99.071328,7316.0,,MX,MX-DIF,Ciudad de México,large_airport,True,MX
MIA,Miami International Airport,25.79319953918457,-80.29060363769531,8.0,,US,US-FL,Miami,large_airport,True,US
ORD,Chicago O'Hare International Airport,41.9786,-87.9048,680.0,,US,US-IL,Chicago,large_airport,True,US
PEK,Beijing Capital International Airport,40.080101013183594,116.58499908447266,116.0,AS,CN,CN-11,Beijing,large_airport,True,CN
SFO,San Francisco International Airport,37.619806,-122.374821,13.0,,US,US-CA,San Francisco,large_airport,True,US
SGN,Tan Son Nhat International Airport,10.8188,106.652,33.0,AS,VN,VN-SE,Ho Chi Minh City,large_airport,True,VN
SIN,Singapore Changi Airport,1.35019,103.994003,22.0,AS,SG,SG-04,Singapore,large_airport,True,SG
SYD,Sydney Kingsford Smith International Airport,-33.946098,151.177002,21.0,OC,AU,AU-NSW,Sydney (Mascot),large_airport,True,AU
YYZ,Toronto Lester B. Pearson International Airport,43.6772,-79.6306,569.0,,CA,CA-ON,Toronto,large_airport,True,CA
AAA,Anaa Airport,-17.3526,-145.509995,10.0,OC,PF,PF-U-A,Anaa,medium_airport,False,PF
AAC,El Arish International Airport,31.078565,33.836791,118.0,AS,EG,EG-SIN,El Arish,medium_airport,False,EG
AAE,Annaba Rabah Bitat Airport,36.826781,7.81334,16.0,AF,DZ,DZ-23,Annaba,medium_airport,False,DZ
AAL,Aalborg Airport,57.094763,9.84993,10.0,EU,DK,DK-81,Aalborg,medium_airport,False,DK
AAN,Al Ain International Airport,24.261699676513672,55.60919952392578,869.0,AS,AE,AE-AZ,Al Ain,medium_airport,False,AE
AAP,Aji Pangeran Tumenggung Pranoto International Airport,-0.374478,117.250128,82.0,AS,ID,ID-KI,Samarinda,medium_airport,False,ID
AAQ,Anapa Vityazevo Airport,45.002102,37.347301,174.0,EU,RU,RU-KDA,Krasnyi Kurgan,medium_airport,False,RU
AAR,Aarhus Airport,56.303331,10.618286,82.0,EU,DK,DK-82,Aarhus,medium_airport,False,DK
AAT,Altay Xuedu Airport,47.749886,88.085808,2460.0,AS,CN,CN-65,Altay,medium_airport,False,CN
AAX,Romeu Zema Airport,-19.5632,-46.9604,3276.0,SA,BR,BR-MG,Araxá,medium_airport,False,BR
AAY,Al Ghaydah International Airport,16.193341,52.174186,134.0,AS,YE,YE-MR,Al Ghaydah,medium_airport,False,YE
ABA,Abakan International Airport,53.740002,91.385002,831.0,AS,RU,RU-KK,Abakan,medium_airport,False,RU
ABD,Abadan Airport,30.367887,48.230075,10.0,AS,IR,IR-06,Abadan,medium_airport,False,IR
ABE,Lehigh Valley International Airport,40.651773,-75.442797,393.0,,US,US-PA,Allentown,medium_airport,False,US
ABI,Abilene Regional Airport,32.4113006592,-99.6819000244,1791.0,,US,US-TX,Abilene,medium_airport,False,US
ABJ,Félix-Houphouët-Boigny International Airport,5.26139,-3.92629,21.0,AF,CI,CI-AB,Abidjan,medium_airport,False,CI
ABK,Kebri Dahar Airport,6.732577,44.241339,1800.0,AF,ET,ET-SO,Kebri Dahar,medium_airport,False,ET
ABL,Ambler Airport,67.105529,-157.855339,334.0,,US,US-AK,Ambler,medium_airport,False,US
ABQ,Albuquerque International Sunport,35.039976,-106.608925,5355.0,,US,US-NM,Albuquerque,large_airport,False,US
ABR,Aberdeen Regional Airport,45.449100494384766,-98.42179870605467,1302.0,,US,US-SD,Aberdeen,medium_airport,False,US
ABS,Abu Simbel Airport,22.367657,31.609962,614.0,AF,EG,EG-ASN,Abu Simbel,medium_airport,False,EG
ABT,King Saud Bin Abdulaziz (Al Baha) Airport,20.298506,41.636153,5486.0,AS,SA,SA-11,Al-Baha,medium_airport,False,SA
ABV,Nnamdi Azikiwe International Airport,9.00679,7.26317,1123.0,AF,NG,NG-FC,Abuja,large_airport,False,NG
ABX,Albury Airport,-36.066758,146.959148,539.0,OC,AU,AU-NSW,East Albury,medium_airport,False,AU
ABY,Southwest Georgia Regional Airport,31.532946,-84.196215,197.0,,US,US-GA,Albany,medium_airport,False,US
ABZ,Aberdeen Dyce Airport,57.2019,-2.19778,215.0,EU,GB,GB-SCT,Aberdeen,medium_airport,False,GB
ACA,General Juan N. Álvarez International Airport,16.757126,-99.753113,16.0,,MX,MX-GRO,Acapulco,medium_airport,False,MX
ACC,Kotoka International Airport,5.605189800262451,-0.1667860001325607,205.0,AF,GH,GH-AA,Accra,large_airport,False,GH
ACE,César Manrique-Lanzarote Airport,28.945499,-13.6052,46.0,AF,ES,ES-CN,San Bartolomé,large_airport,False,ES
ACH,Sankt Gallen Altenrhein Airport,47.485001,9.56077,1306.0,EU,CH,CH-SG,St. Gallen,medium_airport,False,CH
ACI,Alderney Airport,49.706104,-2.21472,290.0,EU,GG,GG-A,Saint Anne,medium_airport,False,GG
ACK,Nantucket Memorial Airport,41.25310135,-70.06020355,47.0,,US,US-MA,Nantucket,medium_airport,False,US
ACT,Waco Regional Airport,31.611299514770508,-97.23049926757812,516.0,,US,US-TX,Waco,medium_airport,False,US
ACV,California Redwood Coast-Humboldt County Airport,40.978101,-124.109,221.0,,US,US-CA,Arcata/Eureka,medium_airport,False,US
ACX,Xingyi Wanfenglin Airport,25.083423,104.960804,4150.0,AS,CN,CN-52,Xingyi,medium_airport,False,CN
ACY,Atlantic City International Airport,39.45759963989258,-74.57720184326172,75.0,,US,US-NJ,Atlantic City,medium_airport,False,US
ADA,Adana Şakirpaşa Airport,36.982201,35.280399,65.0,AS,TR,TR-01,Seyhan,medium_airport,False,TR
ADB,Adnan Menderes International Airport,38.2924,27.157,412.0,AS,TR,TR-35,Gaziemir,large_airport,False,TR
ADD,Addis Ababa Bole International Airport,8.97789,38.799301,7630.0,AF,ET,ET-AA,Addis Ababa,large_airport,False,ET
ADE,Aden International Airport,12.8295,45.028801,7.0,AS,YE,YE-AD,Aden,medium_airport,False,YE
ADF,Adıyaman Airport,37.7314,38.468899,2216.0,AS,TR,TR-02,Adıyaman,medium_airport,False,TR
ADJ,Amman Civil (Marka International) Airport,31.9727,35.9916,2555.0,AS,JO,JO-AM,Amman,medium_airport,False,JO
ADK,Adak Airport,51.883564,-176.642783,18.0,,US,US-AK,Adak,medium_airport,False,US
ADL,Adelaide International Airport,-34.947512,138.533393,20.0,OC,AU,AU-SA,Adelaide,large_airport,False,AU
ADQ,Kodiak Airport,57.75,-152.4940033,78.0,,US,US-AK,Kodiak,medium_airport,False,US
ADU,Ardabil Airport,38.3256988525,48.4244003296,4315.0,AS,IR,IR-24,Ardabil,medium_airport,False,IR
ADZ,Gustavo Rojas Pinilla International Airport,12.5836,-81.7112,19.0,,CO,CO-SAP,San Andrés,medium_airport,False,CO
AEB,Baise (Bose) Bama Airport,23.7206,106.959999,490.0,AS,CN,CN-45,Baise (Tianyang),medium_airport,False,CN
AEH,Abeche Airport,13.847,20.844299,1788.0,AF,TD,TD-OD,Abeche,medium_airport,False,TD
AEP,Jorge Newbery Airpark,-34.5592,-58.4156,18.0,SA,AR,AR-C,Buenos Aires,large_airport,False,AR
AER,Sochi International Airport,43.449902,39.9566,89.0,EU,RU,RU-KDA,Sochi,large_airport,False,RU
AES,"Ålesund Airport, Vigra",62.5625,6.1197,69.0,EU,NO,NO-15,Ålesund,medium_airport,False,NO
AEU,Abu Musa Island Airport,25.8757,55.033001,23.0,AS,IR,IR-22,Abu Musa,medium_airport,False,IR
AEX,Alexandria International Airport,31.3274,-92.549797,89.0,,US,US-LA,Alexandria,medium_airport,False,US
AEY,Akureyri Airport,65.656573,-18.072018,6.0,EU,IS,IS-6,Akureyri,medium_airport,False,IS
AFA,Suboficial Ay Santiago Germano Airport,-34.588299,-68.4039,2470.0,SA,AR,AR-M,San Rafael,medium_airport,False,AR
AFL,Piloto Osvaldo Marques Dias Airport,-9.866389,-56.106298,948.0,SA,BR,BR-MT,Alta Floresta,medium_airport,False,BR
AFZ,Sabzevar National Airport,36.16809844970703,57.59519958496094,3010.0,AS,IR,IR-09,Sabzevar,medium_airport,False,IR
AGA,Al Massira Airport,30.322478,-9.412003,250.0,AF,MA,MA-09,Agadir (Temsia),large_airport,False,MA
AGH,Ängelholm-Helsingborg Airport,56.29610061645508,12.847100257873535,68.0,EU,SE,SE-M,Ängelholm,medium_airport,False,SE
AGP,Málaga-Costa del Sol Airport,36.6749,-4.49911,53.0,EU,ES,ES-AN,Málaga,large_airport,False,ES
AGR,Agra Airport / Agra Air Force Station,27.157683,77.960942,551.0,AS,IN,IN-UP,Agra,medium_airport,False,IN
AGS,Augusta Regional At Bush Field,33.3699,-81.9645,144.0,,US,US-GA,Augusta,medium_airport,False,US
AGT,Guaraní International Airport,-25.457186,-54.839544,846.0,SA,PY,PY-10,Ciudad del Este,large_airport,False,PY
AGU,Jesús Terán Peredo International Airport,21.699589,-102.318372,6112.0,,MX,MX-AGU,Aguascalientes,medium_airport,False,MX
AGX,Agatti Airport,10.8237,72.176003,14.0,AS,IN,IN-LD,Agatti,medium_airport,False,IN
AHB,Abha International Airport,18.2404,42.656601,6858.0,AS,SA,SA-14,Abha,medium_airport,False,SA
AHE,Ahe Airport,-14.428099632263184,-146.2570037841797,11.0,OC,PF,PF-U-A,Ahe Atoll,medium_airport,False,PF
AHO,Alghero-Fertilia Airport,40.632099,8.29077,87.0,EU,IT,IT-88,Alghero,medium_airport,False,IT
AIA,Alliance Municipal Airport,42.052543,-102.803965,3931.0,,US,US-NE,Alliance,medium_airport,False,US
AIN,Wainwright Airport,70.638,-159.994995,41.0,,US,US-AK,Wainwright,medium_airport,False,US
AJA,Ajaccio-Napoléon Bonaparte Airport,41.92359924316406,8.8029203414917,18.0,EU,FR,FR-COR,Ajaccio/Napoléon Bonaparte,medium_airport,False,FR
AJF,Al-Jawf Domestic Airport,29.78510093688965,40.099998474121094,2261.0,AS,SA,SA-12,Al-Jawf,medium_airport,False,SA
AJI,Ağrı Airport,39.655642,43.025742,5462.0,AS,TR,TR-04,Ağrı,medium_airport,False,TR
AJL,Lengpui Airport,23.840599,92.619698,1398.0,AS,IN,IN-MZ,Aizawl (Lengpui),medium_airport,False,IN
AJN,Ouani Airport,-12.131047,44.430044,62.0,AF,KM,KM-A,Ouani,medium_airport,False,KM
AJR,Arvidsjaur Airport,65.59030151367188,19.28190040588379,1245.0,EU,SE,SE-BD,Arvidsjaur,medium_airport,False,SE
AJU,Aracaju - Santa Maria International Airport,-10.984,-37.070301,139.0,SA,BR,BR-SE,Aracaju,medium_airport,False,BR
AJY,Mano Dayak International Airport,16.965999603271484,8.000109672546387,1657.0,AF,NE,NE-1,Agadez,medium_airport,False,NE
AKF,Kufra Airport,24.178699493408203,23.31399917602539,1367.0,AF,LY,LY-KF,Kufra,medium_airport,False,LY
AKJ,Asahikawa Airport,43.670799,142.447006,721.0,AS,JP,JP-01,Higashikagura,medium_airport,False,JP
AKL,Auckland International Airport,-37.01199,174.786331,23.0,OC,NZ,NZ-AUK,Auckland,large_airport,False,NZ
AKN,King Salmon Airport,58.677845,-156.651965,73.0,,US,US-AK,King Salmon,medium_airport,False,US
AKP,Anaktuvuk Pass Airport,68.133598,-151.742996,2102.0,,US,US-AK,Anaktuvuk Pass,medium_airport,False,US
AKR,Akure Airport,7.246739864349365,5.3010101318359375,1100.0,AF,NG,NG-ON,Akure,medium_airport,False,NG
AKU,Aksu Hongqipo Airport,41.262501,80.291702,3816.0,AS,CN,CN-65,Aksu (Onsu),medium_airport,False,CN
AKX,Aktobe Airport,50.2458,57.206699,738.0,AS,KZ,KZ-AKT,Aktobe,medium_airport,False,KZ
AKY,Sittwe Airport,20.133165,92.870693,27.0,AS,MM,MM-16,Sittwe,medium_airport,False,MM
ALA,Almaty International Airport,43.354267,77.042828,2234.0,AS,KZ,KZ-ALA,Almaty,large_airport,False,KZ
ALB,Albany International Airport,42.74829864501953,-73.80169677734375,285.0,,US,US-NY,Albany,medium_airport,False,US
ALC,Alicante-Elche Miguel Hernández Airport,38.2822,-0.558156,142.0,EU,ES,ES-VC,Alicante,large_airport,False,ES
ALF,Alta Airport,69.976097,23.3717,9.0,EU,NO,NO-56,Alta,medium_airport,False,NO
ALG,Houari Boumediene Airport,36.693886,3.214531,82.0,AF,DZ,DZ-16,Algiers,large_airport,False,DZ
ALH,Albany Airport,-34.94329833984375,117.80899810791016,233.0,OC,AU,AU-WA,Albany,medium_airport,False,AU
ALO,Waterloo Regional Airport,42.557098388671875,-92.40029907226562,873.0,,US,US-IA,Waterloo,medium_airport,False,US
ALP,Aleppo International Airport,36.180698,37.2244,1276.0,AS,SY,SY-HL,Aleppo,medium_airport,False,SY
ALS,San Luis Valley Regional Airport/Bergman Field,37.434898,-105.866997,7539.0,,US,US-CO,Alamosa,medium_airport,False,US
ALW,Walla Walla Regional Airport,46.09489822,-118.288002,1194.0,,US,US-WA,Walla Walla,medium_airport,False,US
AMA,Rick Husband Amarillo International Airport,35.219398,-101.706001,3607.0,,US,US-TX,Amarillo,medium_airport,False,US
AMD,Sardar Vallabh Bhai Patel International Airport,23.0772,72.634697,189.0,AS,IN,IN-GJ,Ahmedabad,medium_airport,False,IN
AMH,Arba Minch Airport,6.03939,37.5905,3901.0,AF,ET,ET-SN,Arba Minch,medium_airport,False,ET
AMM,Queen Alia International Airport,31.7226009369,35.9931983948,2395.0,AS,JO,JO-AM,Amman,large_airport,False,JO
AMQ,Pattimura International Airport,-3.71026,128.089005,33.0,AS,ID,ID-MA,Ambon,medium_airport,False,ID
AMV,Amderma Airport,69.76329803466797,61.556400299072266,13.0,AS,RU,RU-NEN,Amderma,medium_airport,False,RU
ANC,Ted Stevens Anchorage International Airport,61.179004,-149.992561,152.0,,US,US-AK,Anchorage,large_airport,False,US
ANF,Andrés Sabella Gálvez International Airport,-23.444501,-70.445099,455.0,SA,CL,CL-AN,Antofagasta,medium_airport,False,CL
ANI,Aniak Airport,61.581600189208984,-159.54299926757812,88.0,,US,US-AK,Aniak,medium_airport,False,US
ANR,Antwerp International Airport (Deurne),51.190667,4.463153,39.0,EU,BE,BE-VAN,Antwerp,medium_airport,False,BE
ANU,V C Bird International Airport,17.1367,-61.792702,62.0,,AG,AG-03,Osbourn,medium_airport,False,AG
ANV,Anvik Airport,62.646702,-160.190994,291.0,,US,US-AK,Anvik,medium_airport,False,US
ANX,"Andøya Airport, Andenes",69.292503,16.144199,43.0,EU,NO,NO-18,Andenes,medium_airport,False,NO
AOE,Anadolu Airport,39.809898,30.5194,2588.0,AS,TR,TR-26,Eskişehir,medium_airport,False,TR
AOG,Anshan Teng'ao Airport / Anshan Air Base,41.105301,122.853996,,AS,CN,CN-21,Anshan,medium_airport,False,CN
AOI,Marche Airport,43.616299,13.3623,49.0,EU,IT,IT-57,Falconara Marittima (AN),medium_airport,False,IT
AOJ,Aomori Airport,40.73469924926758,140.6909942626953,664.0,AS,JP,JP-02,Aomori,medium_airport,False,JP
AOK,Karpathos Airport,35.421398,27.146,66.0,EU,GR,GR-L,Karpathos Island,medium_airport,False,GR
AOO,Altoona Blair County Airport,40.296398,-78.32,1503.0,,US,US-PA,Altoona,medium_airport,False,US
AOR,Sultan Abdul Halim Airport,6.189670085906982,100.39800262451172,15.0,AS,MY,MY-02,Alor Satar,medium_airport,False,MY
APL,Nampula Airport,-15.105600357055664,39.28179931640625,1444.0,AF,MZ,MZ-N,Nampula,medium_airport,False,MZ
APN,Alpena County Regional Airport,45.0780983,-83.56030273,690.0,,US,US-MI,Alpena,medium_airport,False,US
APO,Antonio Roldán Betancur Airport,7.81196,-76.7164,46.0,SA,CO,CO-ANT,Carepa,medium_airport,False,CO
APW,Faleolo International Airport,-13.829999923706056,-172.00799560546875,58.0,OC,WS,WS-AA,Apia,medium_airport,False,WS
AQA,Araraquara Airport,-21.812,-48.132999,2334.0,SA,BR,BR-SP,Araraquara,medium_airport,False,BR
AQG,Anqing Tianzhushan Airport / Anqing North Air Base,30.582199,117.050003,,AS,CN,CN-34,Anqing,medium_airport,False,CN
AQI,Al Qaisumah/Hafr Al Batin Airport,28.335199,46.125099,1174.0,AS,SA,SA-04,Qaisumah,medium_airport,False,SA
AQJ,Aqaba King Hussein International Airport,29.611600875854492,35.01810073852539,175.0,AS,JO,JO-AQ,Aqaba,medium_airport,False,JO
AQP,Rodríguez Ballón International Airport,-16.3411006927,-71.5830993652,8405.0,SA,PE,PE-ARE,Arequipa,medium_airport,False,PE
ARC,Arctic Village Airport,68.1147,-145.578995,2092.0,,US,US-AK,Arctic Village,medium_airport,False,US
ARH,Talagi Airport,64.60030364990234,40.71670150756836,62.0,EU,RU,RU-ARK,Archangelsk,medium_airport,False,RU
ARI,Chacalluta Airport,-18.348499,-70.338699,167.0,SA,CL,CL-AP,Arica,medium_airport,False,CL
ARK,Arusha Airport,-3.3677899837493896,36.63330078125,4550.0,AF,TZ,TZ-01,Arusha,medium_airport,False,TZ
ARM,Armidale Airport,-30.528099060099997,151.617004395,3556.0,OC,AU,AU-NSW,Armidale,medium_airport,False,AU
ARN,Stockholm-Arlanda Airport,59.64849,17.928829,137.0,EU,SE,SE-AB,Stockholm,large_airport,False,SE
ART,Watertown International Airport,43.991901,-76.021698,325.0,,US,US-NY,Watertown,medium_airport,False,US
ARU,Araçatuba Airport,-21.141479,-50.424575,1361.0,SA,BR,BR-SP,Araçatuba,medium_airport,False,BR
ARW,Arad International Airport,46.176601,21.261999,352.0,EU,RO,RO-AR,Arad,medium_airport,False,RO
ASA,Assab International Airport,13.0718,42.645,46.0,AF,ER,ER-DK,Assab,medium_airport,False,ER
ASB,Ashgabat International Airport,37.986801,58.361,692.0,AS,TM,TM-S,Ashgabat,large_airport,False,TM
ASE,Aspen-Pitkin County Airport (Sardy Field),39.223202,-106.869003,7820.0,,US,US-CO,Aspen,medium_airport,False,US
ASF,Astrakhan Narimanovo Boris M. Kustodiev International Airport,46.282843,48.010511,-65.0,AS,RU,RU-AST,Astrakhan,medium_airport,False,RU
ASI,RAF Ascension Island,-7.9696,-14.3937,278.0,AF,SH,SH-AC,Cat Hill,medium_airport,False,SH
ASJ,Amami Airport,28.430599212646484,129.71299743652344,27.0,AS,JP,JP-46,Amami,medium_airport,False,JP
ASM,Asmara International Airport,15.291899681091309,38.910701751708984,7661.0,AF,ER,ER-SK,Asmara,medium_airport,False,ER
ASO,Asosa Airport,10.018500328063965,34.586299896240234,5100.0,AF,ET,ET-BE,Asosa,medium_airport,False,ET
ASP,Alice Springs Airport,-23.806588,133.903427,1789.0,OC,AU,AU-NT,Alice Springs,medium_airport,False,AU
ASR,Kayseri Erkilet Airport,38.770401001,35.4953994751,3463.0,AS,TR,TR-38,Kayseri,medium_airport,False,TR
ASU,Silvio Pettirossi International Airport,-25.240156,-57.519227,292.0,SA,PY,PY-11,Asunción,large_airport,False,PY
ASV,Amboseli Airport,-2.645050048828125,37.25310134887695,3755.0,AF,KE,KE-700,Amboseli National Park,medium_airport,False,KE
ASW,Aswan International Airport,23.968137,32.824445,650.0,AF,EG,EG-ASN,Aswan,medium_airport,False,EG
ATC,Arthur's Town Airport,24.6294,-75.673797,18.0,,BS,BS-CI,Arthur's Town,medium_airport,False,BS
ATH,Athens Eleftherios Venizelos International Airport,37.936401,23.9445,308.0,EU,GR,GR-I,Spata-Artemida,large_airport,False,GR
ATK,Atqasuk Edward Burnell Sr Memorial Airport,70.46704,-157.436013,96.0,,US,US-AK,Atqasuk,medium_airport,False,US
ATM,Altamira Interstate Airport,-3.253144,-52.253938,368.0,SA,BR,BR-PA,Altamira,medium_airport,False,BR
ATQ,Sri Guru Ram Dass Jee International Airport,31.7096,74.797302,756.0,AS,IN,IN-PB,Amritsar,medium_airport,False,IN
ATW,Appleton International Airport,44.258099,-88.519096,918.0,,US,US-WI,Appleton,medium_airport,False,US
ATY,Watertown Regional Airport,44.91400146,-97.15470123,1749.0,,US,US-SD,Watertown,medium_airport,False,US
ATZ,Asyut International Airport,27.050818,31.016309,748.0,AF,EG,EG-AST,Asyut,medium_airport,False,EG
AUA,Queen Beatrix International Airport,12.5014,-70.015198,60.0,,AW,AW-U-A,Oranjestad,large_airport,False,AW
AUC,Santiago Perez Airport,7.06888,-70.7369,420.0,SA,CO,CO-ARA,Arauca,medium_airport,False,CO
AUG,Augusta State Airport,44.320598602299995,-69.7973022461,352.0,,US,US-ME,Augusta,medium_airport,False,US
AUH,Zayed International Airport,24.443764,54.651718,88.0,AS,AE,AE-AZ,Abu Dhabi,large_airport,False,AE
AUQ,Hiva Oa-Atuona Airport,-9.76879024506,-139.011001587,1481.0,OC,PF,PF-U-A,Hiva Oa Island,medium_airport,False,PF
AUR,Aurillac Airport,44.89139938354492,2.4219400882720947,2096.0,EU,FR,FR-ARA,Aurillac,medium_airport,False,FR
AUS,Austin Bergstrom International Airport,30.197535,-97.662015,542.0,,US,US-TX,Austin,large_airport,False,US
AUX,Araguaína Airport,-7.22787,-48.240501,771.0,SA,BR,BR-TO,Araguaína,medium_airport,False,BR
AVA,Anshun Huangguoshu Airport,26.260556,105.873333,4812.0,AS,CN,CN-52,Anshun (Xixiu),medium_airport,False,CN
AVK,Arvaikheer Airport,46.250301361083984,102.802001953125,5932.0,AS,MN,MN-055,Arvaikheer,medium_airport,False,MN
AVL,Asheville Regional Airport,35.436199,-82.541801,2165.0,,US,US-NC,Asheville,medium_airport,False,US
AVN,Avignon-Caumont Airport,43.907299,4.90183,124.0,EU,FR,FR-PAC,"Avignon, Vaucluse",medium_airport,False,FR
AVP,Wilkes Barre Scranton International Airport,41.338500976599995,-75.72339630130001,962.0,,US,US-PA,Wilkes-Barre/Scranton,medium_airport,False,US
AVV,Avalon Airport,-38.039398,144.468994,35.0,OC,AU,AU-VIC,Lara,medium_airport,False,AU
AWA,Hawassa International Airport,7.099869,38.396187,5450.0,AF,ET,ET-XSD,Hawassa,medium_airport,False,ET
AWK,Wake Island Airfield,19.282437,166.636637,14.0,OC,UM,UM-79,Wake Island,medium_airport,False,UM
AWZ,Lieutenant General Qasem Soleimani International Airport,31.3374,48.762001,66.0,AS,IR,IR-06,Ahvaz,medium_airport,False,IR
AXA,Clayton J Lloyd International Airport,18.204773,-63.05383,127.0,,AI,AI-U-A,The Valley,medium_airport,False,AI
AXD,Alexandroupoli Democritus Airport,40.8559,25.956301,24.0,EU,GR,GR-A,Alexandroupolis,medium_airport,False,GR
AXF,Alxa Left Banner Bayanhot Airport,38.74831,105.58858,4560.0,AS,CN,CN-15,Bayanhot,medium_airport,False,CN
AXM,El Eden Airport,4.45278,-75.7664,3990.0,SA,CO,CO-QUI,Armenia,medium_airport,False,CO
AXP,Spring Point Airport,22.441799,-73.970901,11.0,,BS,BS-AK,Spring Point,medium_airport,False,BS
AXR,Arutua Airport,-15.248299598693848,-146.61700439453125,9.0,OC,PF,PF-U-A,,medium_airport,False,PF
AXT,Akita Airport,39.615601,140.218994,313.0,AS,JP,JP-05,Akita,medium_airport,False,JP
AXU,Axum Airport,14.1468,38.7728,6959.0,AF,ET,ET-TI,Axum,medium_airport,False,ET
AYJ,Ayodhya Airport,26.751283,82.155295,335.0,AS,IN,IN-UP,Faizabad,medium_airport,False,IN
AYP,Air Force Colonel Alfredo Mendivil Duarte Airport,-13.1548,-74.204399,8917.0,SA,PE,PE-AYA,Ayacucho,medium_airport,False,PE
AYQ,Ayers Rock Connellan Airport,-25.185913,130.97703,1626.0,OC,AU,AU-NT,Yulara,medium_airport,False,AU
AYT,Antalya International Airport,36.898701,30.800501,177.0,AS,TR,TR-07,Antalya,large_airport,False,TR
AZA,Mesa Gateway Airport,33.3078,-111.654999,1382.0,,US,US-AZ,Mesa,medium_airport,False,US
AZD,Shahid Sadooghi Airport,31.9048995972,54.2765007019,4054.0,AS,IR,IR-21,Yazd,medium_airport,False,IR
AZN,Andizhan Airport,40.727699,72.293999,1515.0,AS,UZ,UZ-AN,Andizhan,medium_airport,False,UZ
AZO,Kalamazoo Battle Creek International Airport,42.234901428222656,-85.5521011352539,874.0,,US,US-MI,Kalamazoo,medium_airport,False,US
AZR,Touat Cheikh Sidi Mohamed Belkebir Airport,27.837601,-0.186414,919.0,AF,DZ,DZ-01,Adrar,medium_airport,False,DZ
AZS,Samaná El Catey International Airport,19.269259,-69.737405,30.0,,DO,DO-20,Samana,medium_airport,False,DO
BAG,Loakan Airport,16.375034,120.619949,4251.0,AS,PH,PH-BAG,Baguio,medium_airport,False,PH
BAH,Bahrain International Airport,26.267295,50.63764,6.0,AS,BH,BH-15,Manama,large_airport,False,BH
BAL,Batman Airport,37.9290008545,41.1166000366,1822.0,AS,TR,TR-72,Batman,medium_airport,False,TR
BAQ,Ernesto Cortissoz International Airport,10.8896,-74.7808,98.0,SA,CO,CO-ATL,Barranquilla,medium_airport,False,CO
