iata_code,name,latitude,longitude,elevation_ft,continent,country_code,region_code,city,airport_type,is_hub,region
DSM,Des Moines International Airport,41.534,-93.663101,958.0,,US,US-IA,Des Moines,medium_airport,False,US
DSN,Ordos Ejin Horo Airport,39.493514,109.8599,4557.0,AS,CN,CN-15,Ordos,medium_airport,False,CN
DSO,Sondok Airport,39.745201,127.473999,12.0,AS,KP,KP-08,Sŏndŏng-ni,medium_airport,False,KP
DSS,Blaise Diagne International Airport,14.670878,-17.072829,290.0,AF,SN,SN-DK,Dakar,large_airport,False,SN
DTM,Dortmund Airport,51.518299,7.61224,425.0,EU,DE,DE-NW,Dortmund,medium_airport,False,DE
DTU,Wudalianchi Dedu Airport,48.441037,126.128374,984.0,AS,CN,CN-23,Heihe,medium_airport,False,CN
DTW,Detroit Metropolitan Wayne County Airport,42.21377,-83.353786,645.0,,US,US-MI,Detroit,large_airport,False,US
DUB,Dublin Airport,53.428713,-6.262121,242.0,EU,IE,IE-D,Dublin,large_airport,False,IE
DUD,Dunedin International Airport,-45.928101,170.197998,4.0,OC,NZ,NZ-OTA,Dunedin,medium_airport,False,NZ
DUE,Dundo Airport,-7.400889873504639,20.818500518798828,2451.0,AF,AO,AO-LNO,Chitato,medium_airport,False,AO
DUJ,DuBois Regional Airport,41.17829895,-78.8986969,1817.0,,US,US-PA,Dubois,medium_airport,False,US
DUM,Pinang Kampai Airport,1.609114,101.433492,55.0,AS,ID,ID-RI,Dumai,medium_airport,False,ID
DUR,King Shaka International Airport,-29.6144444444,31.1197222222,295.0,AF,ZA,ZA-NL,Durban,large_airport,False,ZA
DUS,Düsseldorf Airport,51.289501,6.76678,147.0,EU,DE,DE-NW,Düsseldorf,large_airport,False,DE
DUT,Tom Madsen (Dutch Harbor) Airport,53.89881,-166.544996,22.0,,US,US-AK,Unalaska,medium_airport,False,US
DVL,Devils Lake Regional Airport,48.115454,-98.908796,1456.0,,US,US-ND,Devils Lake,medium_airport,False,US
DVO,Francisco Bangoy International Airport,7.12552,125.646004,96.0,AS,PH,PH-DVO,Davao,large_airport,False,PH
DWC,Al Maktoum International Airport,24.896356,55.161389,114.0,AS,AE,AE-DU,Jebel Ali,large_airport,False,AE
DWD,King Salman Abdulaziz Airport,24.4499,44.121201,3026.0,AS,SA,SA-01,Dawadmi,medium_airport,False,SA
DYR,Ugolny Yuri Ryktheu Airport,64.734902,177.740997,194.0,AS,RU,RU-CHU,Anadyr,medium_airport,False,RU
DYU,Dushanbe International Airport,38.543746,68.822977,2575.0,AS,TJ,TJ-DU,Dushanbe,medium_airport,False,TJ
DZA,Dzaoudzi Pamandzi International Airport,-12.809319,45.281815,23.0,AF,YT,YT-U-A,Dzaoudzi,medium_airport,False,YT
DZH,Dazhou Jinya Airport,31.048815,107.435646,1342.0,AS,CN,CN-51,Dazhou (Dachuan),medium_airport,False,CN
DZN,Zhezkazgan National Airport,47.708953,67.738094,1250.0,AS,KZ,KZ-ULY,Zhezkazgan,medium_airport,False,KZ
EAM,Najran Domestic Airport,17.611401,44.419201,3982.0,AS,SA,SA-10,Najran,medium_airport,False,SA
EAR,Kearney Regional Airport,40.727001,-99.006798,2131.0,,US,US-NE,Kearney,medium_airport,False,US
EAS,San Sebastián Airport,43.356499,-1.79061,16.0,EU,ES,ES-PV,Hondarribia,medium_airport,False,ES
EAT,Pangborn Memorial Airport,47.398899,-120.207001,1249.0,,US,US-WA,Wenatchee,medium_airport,False,US
EAU,Chippewa Valley Regional Airport,44.86579895019531,-91.48429870605467,913.0,,US,US-WI,Eau Claire,medium_airport,False,US
EBA,Marina di Campo Airport,42.760871,10.239811,31.0,EU,IT,IT-52,Campo nell'Elba (LI),medium_airport,False,IT
EBB,Entebbe International Airport,0.042386,32.443501,3782.0,AF,UG,UG-C,Kampala,large_airport,False,UG
EBD,El-Obeid Airport,13.1532,30.2327,1927.0,AF,SD,SD-09,El-Obeid,medium_airport,False,SD
EBJ,Esbjerg Airport,55.525902,8.5534,97.0,EU,DK,DK-83,Esbjerg,medium_airport,False,DK
EBL,Erbil International Airport,36.23759841918945,43.96319961547851,1341.0,AS,IQ,IQ-AR,Arbil,medium_airport,False,IQ
ECN,Nicosia (Lefkoşa) Ercan International Airport,35.152337,33.506584,404.0,AS,CY,CY-02,Tymbou (Kirklar),medium_airport,False,CY
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69.0,,US,US-FL,Panama City Beach,medium_airport,False,US
EDI,Edinburgh Airport,55.950145,-3.372288,135.0,EU,GB,GB-SCT,Edinburgh,large_airport,False,GB
EDL,Eldoret International Airport,0.4044579863548279,35.23889923095703,6941.0,AF,KE,KE-700,Eldoret,medium_airport,False,KE
EDO,Balıkesir Koca Seyit Airport,39.5546,27.0138,50.0,AS,TR,TR-10,Edremit,medium_airport,False,TR
EFL,Kefallinia Airport,38.12009811401367,20.500499725341797,59.0,EU,GR,GR-F,Kefallinia Island,medium_airport,False,GR
EGC,Bergerac Dordogne Périgord Airport,44.825298,0.518611,171.0,EU,FR,FR-NAQ,Bergerac/Roumanière,medium_airport,False,FR
EGE,Eagle County Regional Airport,39.64260101,-106.9179993,6548.0,,US,US-CO,Eagle,medium_airport,False,US
EGO,Belgorod International Airport,50.643798828125,36.5900993347168,735.0,EU,RU,RU-BEL,Belgorod,medium_airport,False,RU
EGS,Egilsstaðir Airport,65.2833023071289,-14.401399612426758,76.0,EU,IS,IS-7,Egilsstaðir,medium_airport,False,IS
EGX,Egegik Airport,58.184386,-157.374873,92.0,,US,US-AK,Egegik,medium_airport,False,US
EHU,Ezhou Huahu Airport,30.341178,115.03926,86.0,AS,CN,CN-42,Ezhou,large_airport,False,CN
EIE,Yeniseysk Airport,58.474201,92.112503,253.0,AS,RU,RU-KYA,Yeniseysk,medium_airport,False,RU
EIK,Yeysk Airport,46.68,38.21,60.0,EU,RU,RU-KDA,Yeysk,medium_airport,False,RU
EIN,Eindhoven Airport,51.4500999451,5.37452983856,74.0,EU,NL,NL-NB,Eindhoven,large_airport,False,NL
EIS,Terrance B. Lettsome International Airport,18.445492,-64.541707,15.0,,VG,VG-U-A,Beef Island,medium_airport,False,VG
EJA,Yariguíes Airport,7.02433,-73.8068,412.0,SA,CO,CO-SAN,Barrancabermeja,medium_airport,False,CO
EJH,Al Wajh Domestic Airport,26.198601,36.476398,66.0,AS,SA,SA-07,Al Wajh,medium_airport,False,SA
EKO,Elko Regional Airport,40.82490158081055,-115.79199981689452,5140.0,,US,US-NV,Elko,medium_airport,False,US
ELC,Elcho Island Airport,-12.019399642899998,135.570999146,101.0,OC,AU,AU-NT,Elcho Island,medium_airport,False,AU
ELD,South Arkansas Regional Airport at Goodwin Field,33.221001,-92.813301,277.0,,US,US-AR,El Dorado,medium_airport,False,US
ELF,El Fasher Airport,13.61489963531494,25.32460021972656,2393.0,AF,SD,SD-02,El Fasher,medium_airport,False,SD
ELG,El Golea Airport,30.580732,2.861595,1306.0,AF,DZ,DZ-50,El Menia,medium_airport,False,DZ
ELH,North Eleuthera Airport,25.474899292,-76.6835021973,13.0,,BS,BS-HI,North Eleuthera,medium_airport,False,BS
ELM,Elmira Corning Regional Airport,42.1599006652832,-76.8916015625,954.0,,US,US-NY,Elmira/Corning,medium_airport,False,US
ELP,El Paso International Airport,31.807199,-106.377998,3959.0,,US,US-TX,El Paso,medium_airport,False,US
ELQ,Gassim Airport,26.302799,43.774399,2126.0,AS,SA,SA-05,Buraidah,medium_airport,False,SA
ELS,King Phalo Airport,-33.035599,27.825899,435.0,AF,ZA,ZA-EC,East London,medium_airport,False,ZA
ELU,Guemar Airport - مطار قمار بالوادي,33.511398,6.77679,203.0,AF,DZ,DZ-39,Guemar,medium_airport,False,DZ
EMA,East Midlands Airport,52.8311,-1.32806,306.0,EU,GB,GB-ENG,Nottingham,medium_airport,False,GB
EMD,Emerald Airport,-23.5674991608,148.179000854,624.0,OC,AU,AU-QLD,Emerald,medium_airport,False,AU
EMK,Emmonak Airport,62.78609848,-164.4909973,13.0,,US,US-AK,Emmonak,medium_airport,False,US
ENA,Kenai Municipal Airport,60.570946,-151.245174,99.0,,US,US-AK,Kenai,medium_airport,False,US
ENF,Enontekio Airport,68.362602233887,23.424299240112,1005.0,EU,FI,FI-10,Enontekio,medium_airport,False,FI
ENH,Enshi Xujiaping Airport,30.320299,109.485001,1605.0,AS,CN,CN-42,Enshi (Enshi),medium_airport,False,CN
ENO,Lieutenant Amin Ayub González International Airport,-27.227537,-55.837584,659.0,SA,PY,PY-7,Encarnación,large_airport,False,PY
ENU,Akanu Ibiam International Airport,6.474269866943359,7.561960220336914,466.0,AF,NG,NG-EN,Enegu,medium_airport,False,NG
ENY,Yan'an Nanniwan Airport,36.479413,109.464083,,AS,CN,CN-61,Yan'an (Baota),medium_airport,False,CN
EOH,Enrique Olaya Herrera Airport,6.219686,-75.590597,4949.0,SA,CO,CO-ANT,Medellín,medium_airport,False,CO
EOI,Eday Airport,59.19060134887695,-2.7722198963165283,10.0,EU,GB,GB-SCT,Eday,medium_airport,False,GB
EPR,Esperance Airport,-33.684399,121.822998,470.0,OC,AU,AU-WA,Esperance,medium_airport,False,AU
EPU,Pärnu Airport,58.41899871826172,24.47279930114746,47.0,EU,EE,EE-67,Pärnu,medium_airport,False,EE
EQS,Esquel Brigadier Antonio Parodi International Airport,-42.908001,-71.139503,2621.0,SA,AR,AR-U,Esquel,medium_airport,False,AR
ERC,Erzincan Airport,39.7102012634,39.527000427199994,3783.0,AS,TR,TR-24,Erzincan,medium_airport,False,TR
ERF,Erfurt-Weimar Airport,50.979801,10.9581,1036.0,EU,DE,DE-TH,Erfurt,medium_airport,False,DE
ERH,Moulay Ali Cherif Airport,31.9475002289,-4.39833021164,3428.0,AF,MA,MA-08,Errachidia,medium_airport,False,MA
ERI,Erie International Tom Ridge Field,42.083127,-80.173867,732.0,,US,US-PA,Erie,medium_airport,False,US
ERL,Erenhot Saiwusu International Airport,43.4225,112.096667,3301.0,AS,CN,CN-15,Erenhot,medium_airport,False,CN
ERS,Eros Airport,-22.612199783325195,17.080400466918945,5575.0,AF,,NA-KH,Windhoek,medium_airport,False,
ERZ,Erzurum International Airport,39.956501,41.1702,5763.0,AS,TR,TR-25,Erzurum,medium_airport,False,TR
ESB,Esenboğa International Airport,40.128101,32.995098,3125.0,AS,TR,TR-06,Ankara,large_airport,False,TR
ESC,Delta County Airport,45.723199,-87.088623,609.0,,US,US-MI,Escanaba,medium_airport,False,US
ESD,Orcas Island Airport,48.708199,-122.910004,31.0,,US,US-WA,Eastsound,medium_airport,False,US
ESL,Elista Airport,46.3739013671875,44.33089828491211,501.0,EU,RU,RU-KL,Elista,medium_airport,False,RU
ESM,Carlos Concha Torres International Airport,0.978519,-79.626602,32.0,SA,EC,EC-E,Tachina,medium_airport,False,EC
ESR,Ricardo García Posada Airport,-26.3111,-69.765198,5240.0,SA,CL,CL-AT,El Salvador,medium_airport,False,CL
ESU,Essaouira-Mogador Airport,31.397499,-9.68167,384.0,AF,MA,MA-07,Essaouira,medium_airport,False,MA
ETM,Ramon International Airport,29.727009,35.014116,288.0,AS,IL,IL-D,Eilat,large_airport,False,IL
ETR,Santa Rosa - Artillery Colonel Victor Larrea International Airport,-3.441986,-79.996957,20.0,SA,EC,EC-O,Santa Rosa,medium_airport,False,EC
ETZ,Metz-Nancy-Lorraine Airport,48.982101,6.25132,870.0,EU,FR,FR-GES,Goin,medium_airport,False,FR
EUG,Mahlon Sweet Field,44.12459945678711,-123.21199798583984,374.0,,US,US-OR,Eugene,medium_airport,False,US
EUN,Hassan I Airport,27.142467,-13.224947,207.0,AF,EH,EH-U-A,El Aaiún,medium_airport,False,EH
EUX,F. D. Roosevelt Airport,17.4965,-62.979401,129.0,,BQ,BQ-SE,Oranjestad,medium_airport,False,BQ
EVE,"Harstad/Narvik Airport, Evenes",68.491302490234,16.678100585938,84.0,EU,NO,NO-18,Evenes,medium_airport,False,NO
EVN,Zvartnots International Airport,40.1473007202,44.3959007263,2838.0,AS,AM,AM-ER,Yerevan,large_airport,False,AM
EVV,Evansville Regional Airport,38.0369987488,-87.5324020386,418.0,,US,US-IN,Evansville,medium_airport,False,US
EWB,New Bedford Regional Airport,41.67610168457031,-70.95690155029297,80.0,,US,US-MA,New Bedford,medium_airport,False,US
EWN,Coastal Carolina Regional Airport,35.0730018616,-77.04290008539999,18.0,,US,US-NC,New Bern,medium_airport,False,US
EWR,Newark Liberty International Airport,40.692501,-74.168701,18.0,,US,US-NJ,Newark,large_airport,False,US
EXT,Exeter International Airport,50.734261,-3.413984,102.0,EU,GB,GB-ENG,"Exeter, Devon",medium_airport,False,GB
EYK,Beloyarskiy Airport,63.686901,66.698601,82.0,EU,RU,RU-KHM,,medium_airport,False,RU
EYP,El Alcaravan - Yopal Airport,5.31911,-72.384,1028.0,,CO,CO-CAS,Yopal,medium_airport,False,CO
EYW,Key West International Airport,24.556101,-81.759598,3.0,,US,US-FL,Key West,medium_airport,False,US
EZS,Elazığ Airport,38.597974,39.28348,2927.0,AS,TR,TR-23,Elazığ,medium_airport,False,TR
FAE,Vágar Airport,62.063256,-7.275782,280.0,EU,FO,FO-U-A,Vágar,medium_airport,False,FO
FAI,Fairbanks International Airport,64.815102,-147.856003,439.0,,US,US-AK,Fairbanks,medium_airport,False,US
FAO,Faro Airport,37.0144004822,-7.96590995789,24.0,EU,PT,PT-08,Faro,large_airport,False,PT
FAR,Hector International Airport,46.92070007324219,-96.81580352783205,902.0,,US,US-ND,Fargo,medium_airport,False,US
FAT,Fresno Yosemite International Airport,36.776199,-119.718002,336.0,,US,US-CA,Fresno,medium_airport,False,US
FAV,Fakarava Airport,-16.054100036621094,-145.65699768066406,13.0,OC,PF,PF-U-A,,medium_airport,False,PF
FAY,Fayetteville Regional Airport - Grannis Field,34.991199,-78.880302,189.0,,US,US-NC,Fayetteville,medium_airport,False,US
FBM,Lubumbashi International Airport,-11.5913000107,27.5308990479,4295.0,AF,CD,CD-HK,Lubumbashi,medium_airport,False,CD
FCA,Glacier Park International Airport,48.31050109863281,-114.25599670410156,2977.0,,US,US-MT,Kalispell,medium_airport,False,US
FCN,Sea-Airport Cuxhaven/Nordholz / Nordholz Naval Airbase,53.767689,8.659201,74.0,EU,DE,DE-NI,Wurster Nordseeküste,medium_airport,False,DE
FDF,Martinique Aimé Césaire International Airport,14.591,-61.003201,16.0,,MQ,MQ-U-A,Fort-de-France,large_airport,False,MQ
FDH,Friedrichshafen Airport,47.671299,9.51149,1367.0,EU,DE,DE-BW,Friedrichshafen,medium_airport,False,DE
FDU,Bandundu Airport,-3.31132,17.381701,1063.0,AF,CD,CD-KL,Bandundu,medium_airport,False,CD
FEG,Fergana International Airport,40.358799,71.745003,1980.0,AS,UZ,UZ-FA,Fergana,medium_airport,False,UZ
FEN,Fernando de Noronha Airport,-3.854471,-32.423302,193.0,SA,BR,BR-PE,Fernando de Noronha,medium_airport,False,BR
FEZ,Fes Saïss International Airport,33.927299,-4.97796,1900.0,AF,MA,MA-03,Saïss,large_airport,False,MA
FGU,Fangatau Airport,-15.820044,-140.888071,9.0,OC,PF,PF-U-A,Fangatau,medium_airport,False,PF
FIH,Ndjili International Airport,-4.38575,15.4446,1027.0,AF,CD,CD-KN,Kinshasa,large_airport,False,CD
FIZ,Fitzroy Crossing Airport,-18.183596,125.559783,368.0,OC,AU,AU-WA,,medium_airport,False,AU
FJR,Fujairah International Airport,25.1122,56.324001,152.0,AS,AE,AE-FU,Fujairah,medium_airport,False,AE
FKB,Karlsruhe Baden-Baden Airport,48.7794,8.0805,408.0,EU,DE,DE-BW,Rheinmünster,medium_airport,False,DE
FKI,Bangoka International Airport,0.481638997793,25.3379993439,1417.0,AF,CD,CD-TO,Kisangani,medium_airport,False,CD
FKQ,Fakfak Airport,-2.920508,132.267011,462.0,AS,ID,ID-PB,Fakfak,medium_airport,False,ID
FKS,Fukushima Airport,37.22740173339844,140.43099975585938,1221.0,AS,JP,JP-07,Sukagawa,medium_airport,False,JP
FLA,Gustavo Artunduaga Paredes Airport,1.58919,-75.5644,803.0,SA,CO,CO-CAQ,Florencia,medium_airport,False,CO
FLG,Flagstaff Pulliam International Airport,35.1385,-111.670998,7014.0,,US,US-AZ,Flagstaff,medium_airport,False,US
FLL,Fort Lauderdale Hollywood International Airport,26.072599,-80.152702,9.0,,US,US-FL,Fort Lauderdale,large_airport,False,US
FLN,Hercílio Luz International Airport,-27.670279,-48.552502,16.0,SA,BR,BR-SC,Florianópolis,large_airport,False,BR
FLO,Florence Regional Airport,34.18539810180664,-79.7238998413086,146.0,,US,US-SC,Florence,medium_airport,False,US
FLR,"Florence Airport, Peretola",43.808558,11.202822,142.0,EU,IT,IT-52,Firenze (FI),large_airport,False,IT
FLW,Flores Airport,39.455299377441406,-31.13139915466309,112.0,EU,PT,PT-20,Santa Cruz das Flores,medium_airport,False,PT
FLZ,Dr. Ferdinand Lumban Tobing Airport,1.557127,98.887145,33.0,AS,ID,ID-SU,Sibolga (Pinangsori),medium_airport,False,ID
FMA,Formosa National Airport,-26.2127,-58.2281,193.0,SA,AR,AR-P,Formosa,medium_airport,False,AR
FMI,Kalemie Airport,-5.87556,29.25,2569.0,AF,CD,CD-TA,Kalemie,medium_airport,False,CD
FMM,Memmingen Allgau Airport,47.988800048799995,10.2395000458,2077.0,EU,DE,DE-BY,Memmingen,medium_airport,False,DE
FMO,Münster Osnabrück Airport,52.134602,7.68483,160.0,EU,DE,DE-NW,Greven,medium_airport,False,DE
FNA,Lungi International Airport,8.61644,-13.1955,84.0,AF,SL,SL-N,Freetown (Lungi-Town),large_airport,False,SL
FNC,Madeira International Airport Cristiano Ronaldo,32.697899,-16.7745,192.0,EU,PT,PT-30,Funchal,large_airport,False,PT
FNI,Nîmes-Arles-Camargue Airport,43.757401,4.41635,309.0,EU,FR,FR-OCC,Nîmes/Garons,medium_airport,False,FR
FNJ,Pyongyang Sunan International Airport,39.224098,125.669998,117.0,AS,KP,KP-01,Pyongyang,large_airport,False,KP
FNT,Bishop International Airport,42.96540069580078,-83.74359893798828,782.0,,US,US-MI,Flint,medium_airport,False,US
FOC,Fuzhou Changle International Airport,25.934669,119.66318,46.0,AS,CN,CN-35,Fuzhou (Changle),large_airport,False,CN
FOD,Fort Dodge Regional Airport,42.552624,-94.191237,1156.0,,US,US-IA,Fort Dodge,medium_airport,False,US
FOG,Foggia Gino Lisa Airport,41.433596,15.534566,265.0,EU,IT,IT-75,Foggia (FG),medium_airport,False,IT
FOR,Pinto Martins International Airport,-3.775833,-38.532222,83.0,SA,BR,BR-CE,Fortaleza,large_airport,False,BR
FPO,Grand Bahama International Airport,26.5587005615,-78.695602417,7.0,,BS,BS-FP,Freeport,medium_airport,False,BS
FRD,Friday Harbor Airport,48.523654,-123.024645,113.0,,US,US-WA,Friday Harbor,medium_airport,False,US
FRL,Forlì Luigi Ridolfi Airport,44.194801,12.0701,97.0,EU,IT,IT-45,Forlì (FC),medium_airport,False,IT
FRO,Florø Airport,61.583599090576,5.0247201919556,37.0,EU,NO,NO-46,Florø,medium_airport,False,NO
FRS,Mundo Maya International Airport,16.913799,-89.866402,427.0,,GT,GT-PE,San Benito,medium_airport,False,GT
FRU,Manas International Airport,43.0612983704,74.4776000977,2058.0,AS,KG,KG-C,Bishkek,large_airport,False,KG
FRW,P G Matante Intl,-21.15914,27.468545,3283.0,AF,BW,BW-FR,Francistown,medium_airport,False,BW
FSC,Figari Sud-Corse Airport,41.500599,9.09778,85.0,EU,FR,FR-COR,Figari Sud-Corse,medium_airport,False,FR
FSD,Sioux Falls Regional Airport / Joe Foss Field,43.585463,-96.741152,1429.0,,US,US-SD,Sioux Falls,medium_airport,False,US
FSM,Fort Smith Regional Airport,35.336601,-94.367401,469.0,,US,US-AR,Fort Smith,medium_airport,False,US
FSP,St Pierre Airport,46.762901306152344,-56.173099517822266,27.0,,PM,PM-SP,Saint-Pierre,medium_airport,False,PM
FSZ,Mount Fuji Shizuoka Airport,34.796043,138.187752,433.0,AS,JP,JP-22,Makinohara / Shimada,medium_airport,False,JP
FTE,El Calafate - Commander Armando Tola International Airport,-50.2803,-72.053101,669.0,SA,AR,AR-Z,El Calafate,medium_airport,False,AR
FTU,Tôlanaro Airport,-25.038099,46.9561,29.0,AF,MG,MG-U,Tôlanaro,medium_airport,False,MG
FUE,Fuerteventura Airport,28.4527,-13.8638,85.0,AF,ES,ES-CN,El Matorral,large_airport,False,ES
FUG,Fuyang Xiguan Airport,32.882157,115.734364,104.0,AS,CN,CN-34,"Yingzhou, Fuyang",medium_airport,False,CN
FUJ,Fukue Airport,32.666302,128.832993,273.0,AS,JP,JP-42,Goto,medium_airport,False,JP
FUK,Fukuoka Airport,33.585899353027344,130.4510040283203,32.0,AS,JP,JP-40,Fukuoka,large_airport,False,JP
FUN,Funafuti International Airport,-8.525,179.195999,9.0,OC,TV,TV-FUN,Funafuti,medium_airport,False,TV
FUO,Foshan Shadi Airport,23.0825,113.070833,6.0,AS,CN,CN-44,Foshan (Nanhai),medium_airport,False,CN
FWA,Fort Wayne International Airport,40.9785,-85.195099,814.0,,US,US-IN,Fort Wayne,medium_airport,False,US
FYJ,Fuyuan Dongji Airport,48.197219,134.36298,,AS,CN,CN-23,Fuyuan,medium_airport,False,CN
FYN,Fuyun Koktokay Airport,46.804169,89.512006,3081.0,AS,CN,CN-65,Fuyun,medium_airport,False,CN
FYU,Fort Yukon Airport,66.571651,-145.249987,433.0,,US,US-AK,Fort Yukon,medium_airport,False,US
GAE,Gabès Matmata International Airport,33.733691,9.91941,407.0,AF,TN,TN-81,Gabès,medium_airport,False,TN
GAF,Gafsa Ksar International Airport,34.422000885009766,8.822500228881836,1060.0,AF,TN,TN-71,Gafsa,medium_airport,False,TN
GAJ,Yamagata Airport,38.4119,140.371002,353.0,AS,JP,JP-06,Higashine,medium_airport,False,JP
GAL,Edward G. Pitka Sr Airport,64.736198,-156.936997,153.0,,US,US-AK,Galena,medium_airport,False,US
GAM,Gambell Airport,63.767694,-171.733303,27.0,,US,US-AK,Gambell,medium_airport,False,US
GAN,Gan International Airport,-0.692694,73.151557,6.0,AS,MV,MV-01,Gan,medium_airport,False,MV
GAQ,Gao Airport,16.2484,-0.005456,870.0,AF,ML,ML-7,,medium_airport,False,ML
GAU,Lokpriya Gopinath Bordoloi International Airport,26.10610008239746,91.58589935302734,162.0,AS,IN,IN-AS,Guwahati,medium_airport,False,IN
GAY,Gaya Airport,24.744301,84.951202,380.0,AS,IN,IN-BR,Gaya,medium_airport,False,IN
GBB,Gabala International Airport,40.808617,47.725389,935.0,AS,AZ,AZ-QAB,Gabala,medium_airport,False,AZ
GBE,Sir Seretse Khama International Airport,-24.555201,25.9182,3299.0,AF,BW,BW-GA,Gaborone,large_airport,False,BW
GBJ,Marie-Galante Airport,15.868925,-61.270087,16.0,,GP,GP-U-A,Grand-Bourg,medium_airport,False,GP
GCC,Northeast Wyoming Regional Airport,44.3489,-105.539001,4365.0,,US,US-WY,Gillette,medium_airport,False,US
GCH,Gachsaran Airport,30.333869,50.833796,2414.0,AS,IR,IR-17,Gachsaran,medium_airport,False,IR
GCI,Guernsey Airport,49.435001,-2.60197,336.0,EU,GG,GG-G,Saint Peter Port,medium_airport,False,GG
GCK,Garden City Regional Airport,37.9275016785,-100.723999023,2891.0,,US,US-KS,Garden City,medium_airport,False,US
GCM,Owen Roberts International Airport,19.292801,-81.357697,8.0,,KY,KY-GC,George Town,large_airport,False,KY
GCN,Grand Canyon National Park Airport,35.9524,-112.147003,6609.0,,US,US-AZ,Grand Canyon - Tusayan,medium_airport,False,US
GDB,Gondia Airport,21.526817,80.290347,987.0,AS,IN,IN-MM,Gondia,medium_airport,False,IN
GDE,Gode Airport,5.93513011932,43.5786018372,834.0,AF,ET,ET-SO,Gode,medium_airport,False,ET
GDL,Guadalajara International Airport,20.523342,-103.310108,5016.0,,MX,MX-JAL,Guadalajara,large_airport,False,MX
GDN,Gdańsk Lech Wałęsa Airport,54.377602,18.4662,489.0,EU,PL,PL-PM,Gdańsk,large_airport,False,PL
GDQ,Gondar Airport,12.5199,37.433998,6449.0,AF,ET,ET-AM,Azezo,medium_airport,False,ET
GDT,JAGS McCartney International Airport,21.4445,-71.142303,13.0,,TC,TC-GT,Cockburn Town,medium_airport,False,TC
GDV,Dawson Community Airport,47.137658,-104.80691,2458.0,,US,US-MT,Glendive,medium_airport,False,US
GDX,Sokol Airport,59.9109992980957,150.72000122070312,574.0,AS,RU,RU-MAG,Magadan,medium_airport,False,RU
GDZ,Gelendzhik Airport,44.5820926295,38.0124807358,98.0,EU,RU,RU-KDA,Gelendzhik,medium_airport,False,RU
GEA,Nouméa Magenta Airport,-22.25812,166.472783,10.0,OC,NC,NC-03,Nouméa,medium_airport,False,NC
GEC,Lefkoniko Airport / Geçitkale Air Base,35.23591,33.720088,146.0,AS,CY,CY-03,Lefkoniko (Geçitkale),medium_airport,False,CY
GEG,Spokane International Airport,47.6199,-117.533997,2376.0,,US,US-WA,Spokane,medium_airport,False,US
GEL,Santo Ângelo Airport,-28.282503,-54.169623,1056.0,SA,BR,BR-RS,Santo Ângelo,medium_airport,False,BR
GEO,Cheddi Jagan International Airport,6.49855,-58.254101,95.0,SA,GY,GY-DE,Georgetown,medium_airport,False,GY
GER,Rafael Cabrera Airport,21.834699630737305,-82.78379821777344,79.0,,CU,CU-99,Nueva Gerona,medium_airport,False,CU
GES,General Santos International Airport,6.05800008774,125.096000671,505.0,AS,PH,PH-SCO,General Santos,medium_airport,False,PH
GET,Geraldton Airport,-28.796101,114.707001,121.0,OC,AU,AU-WA,Moonyoonooka,medium_airport,False,AU
GEV,Gällivare Airport,67.13240051269531,20.814599990844727,1027.0,EU,SE,SE-BD,Gällivare,medium_airport,False,SE
GFF,Griffith Airport,-34.2508010864,146.067001343,439.0,OC,AU,AU-NSW,Griffith,medium_airport,False,AU
GFK,Grand Forks International Airport,47.949299,-97.176102,845.0,,US,US-ND,Grand Forks,medium_airport,False,US
GGG,East Texas Regional Airport,32.38399887084961,-94.71150207519533,365.0,,US,US-TX,Longview,medium_airport,False,US
GGT,Exuma International Airport,23.562599,-75.877998,9.0,,BS,BS-EX,Moss Town,medium_airport,False,BS
GGW,Glasgow Valley County Airport Wokal Field,48.212502,-106.614998,2296.0,,US,US-MT,Glasgow,medium_airport,False,US
GHA,Noumérat - Moufdi Zakaria Airport,32.384102,3.79411,1512.0,AF,DZ,DZ-47,El Atteuf,medium_airport,False,DZ
GHB,Governor's Harbour Airport,25.2847,-76.331001,26.0,,BS,BS-CE,Governor's Harbour,medium_airport,False,BS
GHT,Ghat Airport,25.1455993652,10.1426000595,2296.0,AF,LY,LY-GT,Ghat,medium_airport,False,LY
GHV,Brașov-Ghimbav International Airport,45.70558,25.522871,1740.0,EU,RO,RO-BV,Brașov (Ghimbav),medium_airport,False,RO
GIB,Gibraltar Airport,36.151199,-5.34966,12.0,EU,GI,GI-U-A,Gibraltar,large_airport,False,GI
GIG,Rio Galeão – Tom Jobim International Airport,-22.809999,-43.250557,28.0,SA,BR,BR-RJ,Rio De Janeiro,large_airport,False,BR
GIL,Gilgit Airport,35.918800354003906,74.33360290527344,4796.0,AS,PK,PK-GB,Gilgit,medium_airport,False,PK
GIS,Gisborne Airport,-38.6633,177.977997,15.0,OC,NZ,NZ-GIS,Gisborne,medium_airport,False,NZ
GIZ,Jizan Regional Airport / King Abdullah bin Abdulaziz Airport,16.9011,42.5858,20.0,AS,SA,SA-09,Jizan,medium_airport,False,SA
GJA,La Laguna Airport,16.4454,-85.906601,49.0,,HN,HN-IB,Guanaja,medium_airport,False,HN
GJL,Jijel Ferhat Abbas Airport,36.795101,5.87361,36.0,AF,DZ,DZ-18,Tahir,medium_airport,False,DZ
