country,origin_airport,origin_name,origin_city,origin_type,origin_is_hub,destination_airport,destination_name,destination_city,destination_type,destination_is_hub,distance_km
CN,KWL,Guilin Liangjiang International Airport,Guilin (Lingui),large_airport,False,CHG,Chaoyang Airport,"Shuangta, Chaoyang",medium_airport,False,2051.54
CN,CHG,Chaoyang Airport,"Shuangta, Chaoyang",medium_airport,False,LHW,Lanzhou Zhongchuan International Airport,Lanzhou (Yongdeng),large_airport,False,1552.96
CN,LHW,Lanzhou Zhongchuan International Airport,Lanzhou (Yongdeng),large_airport,False,CHG,Chaoyang Airport,"Shuangta, Chaoyang",medium_airport,False,1552.96
CN,CHG,Chaoyang Airport,"Shuangta, Chaoyang",medium_airport,False,NGB,Ningbo Lishe International Airport,Ningbo,large_airport,False,1305.52
CN,NGB,Ningbo Lishe International Airport,Ningbo,large_airport,False,CHG,Chaoyang Airport,"Shuangta, Chaoyang",medium_airport,False,1305.52
CN,CHG,Chaoyang Airport,"Shuangta, Chaoyang",medium_airport,False,NKG,Nanjing Lukou International Airport,Nanjing,large_airport,False,1098.95
CN,NKG,Nanjing Lukou International Airport,Nanjing,large_airport,False,CHG,Chaoyang Airport,"Shuangta, Chaoyang",medium_airport,False,1098.95
CN,CHG,Chaoyang Airport,"Shuangta, Chaoyang",medium_airport,False,NNG,Nanning Wuxu Airport,Nanning (Jiangnan),large_airport,False,2395.16
CN,NNG,Nanning Wuxu Airport,Nanning (Jiangnan),large_airport,False,CHG,Chaoyang Airport,"Shuangta, Chaoyang",medium_airport,False,2395.16
CN,CHG,Chaoyang Airport,"Shuangta, Chaoyang",medium_airport,False,PKX,Beijing Daxing International Airport,Beijing,large_airport,False,408.03
CN,PKX,Beijing Daxing International Airport,Beijing,large_airport,False,CHG,Chaoyang Airport,"Shuangta, Chaoyang",medium_airport,False,408.03
CN,CHG,Chaoyang Airport,"Shuangta, Chaoyang",medium_airport,False,PVG,Shanghai Pudong International Airport,Shanghai (Pudong),large_airport,False,1162.29
CN,PVG,Shanghai Pudong International Airport,Shanghai (Pudong),large_airport,False,CHG,Chaoyang Airport,"Shuangta, Chaoyang",medium_airport,False,1162.29
CN,CHG,Chaoyang Airport,"Shuangta, Chaoyang",medium_airport,False,SHA,Shanghai Hongqiao International Airport,Shanghai (Minhang),large_airport,False,1152.55
CN,SHA,Shanghai Hongqiao International Airport,Shanghai (Minhang),large_airport,False,CHG,Chaoyang Airport,"Shuangta, Chaoyang",medium_airport,False,1152.55
CN,CHG,Chaoyang Airport,"Shuangta, Chaoyang",medium_airport,False,SHE,Shenyang Taoxian International Airport,"Hunnan, Shenyang",large_airport,False,253.73
CN,SHE,Shenyang Taoxian International Airport,"Hunnan, Shenyang",large_airport,False,CHG,Chaoyang Airport,"Shuangta, Chaoyang",medium_airport,False,253.73
CN,CHG,Chaoyang Airport,"Shuangta, Chaoyang",medium_airport,False,SYX,Sanya Phoenix International Airport,Sanya (Tianya),large_airport,False,2787.79
CN,SYX,Sanya Phoenix International Airport,Sanya (Tianya),large_airport,False,CHG,Chaoyang Airport,"Shuangta, Chaoyang",medium_airport,False,2787.79
CN,CHG,Chaoyang Airport,"Shuangta, Chaoyang",medium_airport,False,SZX,Shenzhen Bao'an International Airport,Shenzhen (Bao'an),large_airport,False,2190.35
CN,SZX,Shenzhen Bao'an International Airport,Shenzhen (Bao'an),large_airport,False,CHG,Chaoyang Airport,"Shuangta, Chaoyang",medium_airport,False,2190.35
CN,CHG,Chaoyang Airport,"Shuangta, Chaoyang",medium_airport,False,TAO,Qingdao Jiaodong International Airport,Qingdao (Jiaozhou),large_airport,False,576.34
CN,TAO,Qingdao Jiaodong International Airport,Qingdao (Jiaozhou),large_airport,False,CHG,Chaoyang Airport,"Shuangta, Chaoyang",medium_airport,False,576.34
CN,CHG,Chaoyang Airport,"Shuangta, Chaoyang",medium_airport,False,TFU,Chengdu Tianfu International Airport,Chengdu (Jianyang),large_airport,False,1900.07
CN,TFU,Chengdu Tianfu International Airport,Chengdu (Jianyang),large_airport,False,CHG,Chaoyang Airport,"Shuangta, Chaoyang",medium_airport,False,1900.07
CN,CHG,Chaoyang Airport,"Shuangta, Chaoyang",medium_airport,False,TNA,Jinan Yaoqiang International Airport,Jinan (Licheng),large_airport,False,589.68
CN,TNA,Jinan Yaoqiang International Airport,Jinan (Licheng),large_airport,False,CHG,Chaoyang Airport,"Shuangta, Chaoyang",medium_airport,False,589.68
CN,CHG,Chaoyang Airport,"Shuangta, Chaoyang",medium_airport,False,TSN,Tianjin Binhai International Airport,Tianjin,large_airport,False,374.91
CN,TSN,Tianjin Binhai International Airport,Tianjin,large_airport,False,CHG,Chaoyang Airport,"Shuangta, Chaoyang",medium_airport,False,374.91
CN,CHG,Chaoyang Airport,"Shuangta, Chaoyang",medium_airport,False,TYN,Taiyuan Wusu International Airport,Taiyuan,large_airport,False,789.8
CN,TYN,Taiyuan Wusu International Airport,Taiyuan,large_airport,False,CHG,Chaoyang Airport,"Shuangta, Chaoyang",medium_airport,False,789.8
CN,CHG,Chaoyang Airport,"Shuangta, Chaoyang",medium_airport,False,URC,Ürümqi Diwopu International Airport,Ürümqi,large_airport,False,2687.43
CN,URC,Ürümqi Diwopu International Airport,Ürümqi,large_airport,False,CHG,Chaoyang Airport,"Shuangta, Chaoyang",medium_airport,False,2687.43
CN,CHG,Chaoyang Airport,"Shuangta, Chaoyang",medium_airport,False,WNZ,Wenzhou Longwan International Airport,Wenzhou (Longwan),large_airport,False,1515.79
CN,WNZ,Wenzhou Longwan International Airport,Wenzhou (Longwan),large_airport,False,CHG,Chaoyang Airport,"Shuangta, Chaoyang",medium_airport,False,1515.79
CN,CHG,Chaoyang Airport,"Shuangta, Chaoyang",medium_airport,False,WUH,Wuhan Tianhe International Airport,Wuhan (Huangpi),large_airport,False,1319.8
CN,WUH,Wuhan Tianhe International Airport,Wuhan (Huangpi),large_airport,False,CHG,Chaoyang Airport,"Shuangta, Chaoyang",medium_airport,False,1319.8
CN,CHG,Chaoyang Airport,"Shuangta, Chaoyang",medium_airport,False,XIY,Xi'an Xianyang International Airport,Xianyang (Weicheng),large_airport,False,1290.23
CN,XIY,Xi'an Xianyang International Airport,Xianyang (Weicheng),large_airport,False,CHG,Chaoyang Airport,"Shuangta, Chaoyang",medium_airport,False,1290.23
CN,CHG,Chaoyang Airport,"Shuangta, Chaoyang",medium_airport,False,XMN,Xiamen Gaoqi International Airport,Xiamen,large_airport,False,1901.65
CN,XMN,Xiamen Gaoqi International Airport,Xiamen,large_airport,False,CHG,Chaoyang Airport,"Shuangta, Chaoyang",medium_airport,False,1901.65
CN,CHG,Chaoyang Airport,"Shuangta, Chaoyang",medium_airport,False,YNT,Yantai Penglai International Airport,Yantai,large_airport,False,433.76
CN,YNT,Yantai Penglai International Airport,Yantai,large_airport,False,CHG,Chaoyang Airport,"Shuangta, Chaoyang",medium_airport,False,433.76
CN,CIF,Chifeng Yulong Airport,Chifeng,medium_airport,False,CAN,Guangzhou Baiyun International Airport,Guangzhou (Huadu),large_airport,False,2148.92
CN,CAN,Guangzhou Baiyun International Airport,Guangzhou (Huadu),large_airport,False,CIF,Chifeng Yulong Airport,Chifeng,medium_airport,False,2148.92
CN,CIF,Chifeng Yulong Airport,Chifeng,medium_airport,False,CGO,Zhengzhou Xinzheng International Airport,Zhengzhou,large_airport,False,953.46
CN,CGO,Zhengzhou Xinzheng International Airport,Zhengzhou,large_airport,False,CIF,Chifeng Yulong Airport,Chifeng,medium_airport,False,953.46
CN,CIF,Chifeng Yulong Airport,Chifeng,medium_airport,False,CGQ,Changchun Longjia International Airport,Changchun,large_airport,False,591.97
CN,CGQ,Changchun Longjia International Airport,Changchun,large_airport,False,CIF,Chifeng Yulong Airport,Chifeng,medium_airport,False,591.97
CN,CIF,Chifeng Yulong Airport,Chifeng,medium_airport,False,CKG,Chongqing Jiangbei International Airport,Chongqing,large_airport,False,1762.44
CN,CKG,Chongqing Jiangbei International Airport,Chongqing,large_airport,False,CIF,Chifeng Yulong Airport,Chifeng,medium_airport,False,1762.44
CN,CIF,Chifeng Yulong Airport,Chifeng,medium_airport,False,CSX,Changsha Huanghua International Airport,Changsha (Changsha),large_airport,False,1634.3
CN,CSX,Changsha Huanghua International Airport,Changsha (Changsha),large_airport,False,CIF,Chifeng Yulong Airport,Chifeng,medium_airport,False,1634.3
CN,CIF,Chifeng Yulong Airport,Chifeng,medium_airport,False,CTU,Chengdu Shuangliu International Airport,Chengdu (Shuangliu),large_airport,False,1850.31
CN,CTU,Chengdu Shuangliu International Airport,Chengdu (Shuangliu),large_airport,False,CIF,Chifeng Yulong Airport,Chifeng,medium_airport,False,1850.31
CN,CIF,Chifeng Yulong Airport,Chifeng,medium_airport,False,DLC,Dalian Zhoushuizi International Airport,Dalian (Ganjingzi),large_airport,False,421.92
CN,DLC,Dalian Zhoushuizi International Airport,Dalian (Ganjingzi),large_airport,False,CIF,Chifeng Yulong Airport,Chifeng,medium_airport,False,421.92
CN,CIF,Chifeng Yulong Airport,Chifeng,medium_airport,False,EHU,Ezhou Huahu Airport,Ezhou,large_airport,False,1357.26
CN,EHU,Ezhou Huahu Airport,Ezhou,large_airport,False,CIF,Chifeng Yulong Airport,Chifeng,medium_airport,False,1357.26
CN,CIF,Chifeng Yulong Airport,Chifeng,medium_airport,False,FOC,Fuzhou Changle International Airport,Fuzhou (Changle),large_airport,False,1805.71
CN,FOC,Fuzhou Changle International Airport,Fuzhou (Changle),large_airport,False,CIF,Chifeng Yulong Airport,Chifeng,medium_airport,False,1805.71
CN,CIF,Chifeng Yulong Airport,Chifeng,medium_airport,False,HAK,Haikou Meilan International Airport,Haikou (Meilan),large_airport,False,2593.79
CN,HAK,Haikou Meilan International Airport,Haikou (Meilan),large_airport,False,CIF,Chifeng Yulong Airport,Chifeng,medium_airport,False,2593.79
CN,CIF,Chifeng Yulong Airport,Chifeng,medium_airport,False,HET,Hohhot Baita International Airport,Hohhot,large_airport,False,601.97
CN,HET,Hohhot Baita International Airport,Hohhot,large_airport,False,CIF,Chifeng Yulong Airport,Chifeng,medium_airport,False,601.97
CN,CIF,Chifeng Yulong Airport,Chifeng,medium_airport,False,HGH,Hangzhou Xiaoshan International Airport,Hangzhou,large_airport,False,1333.41
CN,HGH,Hangzhou Xiaoshan International Airport,Hangzhou,large_airport,False,CIF,Chifeng Yulong Airport,Chifeng,medium_airport,False,1333.41
CN,CIF,Chifeng Yulong Airport,Chifeng,medium_airport,False,HRB,Harbin Taiping International Airport,Harbin,large_airport,False,707.24
CN,HRB,Harbin Taiping International Airport,Harbin,large_airport,False,CIF,Chifeng Yulong Airport,Chifeng,medium_airport,False,707.24
CN,CIF,Chifeng Yulong Airport,Chifeng,medium_airport,False,KHN,Nanchang Changbei International Airport,Nanchang,large_airport,False,1501.79
CN,KHN,Nanchang Changbei International Airport,Nanchang,large_airport,False,CIF,Chifeng Yulong Airport,Chifeng,medium_airport,False,1501.79
CN,CIF,Chifeng Yulong Airport,Chifeng,medium_airport,False,KMG,Kunming Changshui International Airport,Kunming,large_airport,False,2391.71
CN,KMG,Kunming Changshui International Airport,Kunming,large_airport,False,CIF,Chifeng Yulong Airport,Chifeng,medium_airport,False,2391.71
CN,CIF,Chifeng Yulong Airport,Chifeng,medium_airport,False,KWE,Guiyang Longdongbao International Airport,Guiyang (Nanming),large_airport,False,2053.67
CN,KWE,Guiyang Longdongbao International Airport,Guiyang (Nanming),large_airport,False,CIF,Chifeng Yulong Airport,Chifeng,medium_airport,False,2053.67
CN,CIF,Chifeng Yulong Airport,Chifeng,medium_airport,False,KWL,Guilin Liangjiang International Airport,Guilin (Lingui),large_airport,False,2049.25
CN,KWL,Guilin Liangjiang International Airport,Guilin (Lingui),large_airport,False,CIF,Chifeng Yulong Airport,Chifeng,medium_airport,False,2049.25
CN,CIF,Chifeng Yulong Airport,Chifeng,medium_airport,False,LHW,Lanzhou Zhongchuan International Airport,Lanzhou (Yongdeng),large_airport,False,1448.87
CN,LHW,Lanzhou Zhongchuan International Airport,Lanzhou (Yongdeng),large_airport,False,CIF,Chifeng Yulong Airport,Chifeng,medium_airport,False,1448.87
CN,CIF,Chifeng Yulong Airport,Chifeng,medium_airport,False,NGB,Ningbo Lishe International Airport,Ningbo,large_airport,False,1391.29
CN,NGB,Ningbo Lishe International Airport,Ningbo,large_airport,False,CIF,Chifeng Yulong Airport,Chifeng,medium_airport,False,1391.29
CN,CIF,Chifeng Yulong Airport,Chifeng,medium_airport,False,NKG,Nanjing Lukou International Airport,Nanjing,large_airport,False,1159.17
CN,NKG,Nanjing Lukou International Airport,Nanjing,large_airport,False,CIF,Chifeng Yulong Airport,Chifeng,medium_airport,False,1159.17
CN,CIF,Chifeng Yulong Airport,Chifeng,medium_airport,False,NNG,Nanning Wuxu Airport,Nanning (Jiangnan),large_airport,False,2388.9
CN,NNG,Nanning Wuxu Airport,Nanning (Jiangnan),large_airport,False,CIF,Chifeng Yulong Airport,Chifeng,medium_airport,False,2388.9
CN,CIF,Chifeng Yulong Airport,Chifeng,medium_airport,False,PKX,Beijing Daxing International Airport,Beijing,large_airport,False,358.58
CN,PKX,Beijing Daxing International Airport,Beijing,large_airport,False,CIF,Chifeng Yulong Airport,Chifeng,medium_airport,False,358.58
CN,CIF,Chifeng Yulong Airport,Chifeng,medium_airport,False,PVG,Shanghai Pudong International Airport,Shanghai (Pudong),large_airport,False,1252.94
CN,PVG,Shanghai Pudong International Airport,Shanghai (Pudong),large_airport,False,CIF,Chifeng Yulong Airport,Chifeng,medium_airport,False,1252.94
CN,CIF,Chifeng Yulong Airport,Chifeng,medium_airport,False,SHA,Shanghai Hongqiao International Airport,Shanghai (Minhang),large_airport,False,1238.83
CN,SHA,Shanghai Hongqiao International Airport,Shanghai (Minhang),large_airport,False,CIF,Chifeng Yulong Airport,Chifeng,medium_airport,False,1238.83
CN,CIF,Chifeng Yulong Airport,Chifeng,medium_airport,False,SHE,Shenyang Taoxian International Airport,"Hunnan, Shenyang",large_airport,False,388.47
CN,SHE,Shenyang Taoxian International Airport,"Hunnan, Shenyang",large_airport,False,CIF,Chifeng Yulong Airport,Chifeng,medium_airport,False,388.47
CN,CIF,Chifeng Yulong Airport,Chifeng,medium_airport,False,SYX,Sanya Phoenix International Airport,Sanya (Tianya),large_airport,False,2798.76
CN,SYX,Sanya Phoenix International Airport,Sanya (Tianya),large_airport,False,CIF,Chifeng Yulong Airport,Chifeng,medium_airport,False,2798.76
CN,CIF,Chifeng Yulong Airport,Chifeng,medium_airport,False,SZX,Shenzhen Bao'an International Airport,Shenzhen (Bao'an),large_airport,False,2220.26
CN,SZX,Shenzhen Bao'an International Airport,Shenzhen (Bao'an),large_airport,False,CIF,Chifeng Yulong Airport,Chifeng,medium_airport,False,2220.26
CN,CIF,Chifeng Yulong Airport,Chifeng,medium_airport,False,TAO,Qingdao Jiaodong International Airport,Qingdao (Jiaozhou),large_airport,False,653.54
CN,TAO,Qingdao Jiaodong International Airport,Qingdao (Jiaozhou),large_airport,False,CIF,Chifeng Yulong Airport,Chifeng,medium_airport,False,653.54
CN,CIF,Chifeng Yulong Airport,Chifeng,medium_airport,False,TFU,Chengdu Tianfu International Airport,Chengdu (Jianyang),large_airport,False,1839.76
CN,TFU,Chengdu Tianfu International Airport,Chengdu (Jianyang),large_airport,False,CIF,Chifeng Yulong Airport,Chifeng,medium_airport,False,1839.76
CN,CIF,Chifeng Yulong Airport,Chifeng,medium_airport,False,TNA,Jinan Yaoqiang International Airport,Jinan (Licheng),large_airport,False,605.83
CN,TNA,Jinan Yaoqiang International Airport,Jinan (Licheng),large_airport,False,CIF,Chifeng Yulong Airport,Chifeng,medium_airport,False,605.83
CN,CIF,Chifeng Yulong Airport,Chifeng,medium_airport,False,TSN,Tianjin Binhai International Airport,Tianjin,large_airport,False,360.3
CN,TSN,Tianjin Binhai International Airport,Tianjin,large_airport,False,CIF,Chifeng Yulong Airport,Chifeng,medium_airport,False,360.3
CN,CIF,Chifeng Yulong Airport,Chifeng,medium_airport,False,TYN,Taiyuan Wusu International Airport,Taiyuan,large_airport,False,721.59
CN,TYN,Taiyuan Wusu International Airport,Taiyuan,large_airport,False,CIF,Chifeng Yulong Airport,Chifeng,medium_airport,False,721.59
CN,CIF,Chifeng Yulong Airport,Chifeng,medium_airport,False,URC,Ürümqi Diwopu International Airport,Ürümqi,large_airport,False,2541.49
CN,URC,Ürümqi Diwopu International Airport,Ürümqi,large_airport,False,CIF,Chifeng Yulong Airport,Chifeng,medium_airport,False,2541.49
CN,CIF,Chifeng Yulong Airport,Chifeng,medium_airport,False,WNZ,Wenzhou Longwan International Airport,Wenzhou (Longwan),large_airport,False,1594.86
CN,WNZ,Wenzhou Longwan International Airport,Wenzhou (Longwan),large_airport,False,CIF,Chifeng Yulong Airport,Chifeng,medium_airport,False,1594.86
CN,CIF,Chifeng Yulong Airport,Chifeng,medium_airport,False,WUH,Wuhan Tianhe International Airport,Wuhan (Huangpi),large_airport,False,1331.28
CN,WUH,Wuhan Tianhe International Airport,Wuhan (Huangpi),large_airport,False,CIF,Chifeng Yulong Airport,Chifeng,medium_airport,False,1331.28
CN,CIF,Chifeng Yulong Airport,Chifeng,medium_airport,False,XIY,Xi'an Xianyang International Airport,Xianyang (Weicheng),large_airport,False,1227.34
CN,XIY,Xi'an Xianyang International Airport,Xianyang (Weicheng),large_airport,False,CIF,Chifeng Yulong Airport,Chifeng,medium_airport,False,1227.34
CN,CIF,Chifeng Yulong Airport,Chifeng,medium_airport,False,XMN,Xiamen Gaoqi International Airport,Xiamen,large_airport,False,1959.88
CN,XMN,Xiamen Gaoqi International Airport,Xiamen,large_airport,False,CIF,Chifeng Yulong Airport,Chifeng,medium_airport,False,1959.88
CN,CIF,Chifeng Yulong Airport,Chifeng,medium_airport,False,YNT,Yantai Penglai International Airport,Yantai,large_airport,False,532.49
CN,YNT,Yantai Penglai International Airport,Yantai,large_airport,False,CIF,Chifeng Yulong Airport,Chifeng,medium_airport,False,532.49
CN,CKG,Chongqing Jiangbei International Airport,Chongqing,large_airport,False,TFU,Chengdu Tianfu International Airport,Chengdu (Jianyang),large_airport,False,223.07
CN,TFU,Chengdu Tianfu International Airport,Chengdu (Jianyang),large_airport,False,CKG,Chongqing Jiangbei International Airport,Chongqing,large_airport,False,223.07
CN,CKG,Chongqing Jiangbei International Airport,Chongqing,large_airport,False,CTU,Chengdu Shuangliu International Airport,Chengdu (Shuangliu),large_airport,False,276.69
CN,CTU,Chengdu Shuangliu International Airport,Chengdu (Shuangliu),large_airport,False,CKG,Chongqing Jiangbei International Airport,Chongqing,large_airport,False,276.69
CN,CKG,Chongqing Jiangbei International Airport,Chongqing,large_airport,False,KWE,Guiyang Longdongbao International Airport,Guiyang (Nanming),large_airport,False,352.89
CN,KWE,Guiyang Longdongbao International Airport,Guiyang (Nanming),large_airport,False,CKG,Chongqing Jiangbei International Airport,Chongqing,large_airport,False,352.89
CN,CKG,Chongqing Jiangbei International Airport,Chongqing,large_airport,False,XIY,Xi'an Xianyang International Airport,Xianyang (Weicheng),large_airport,False,562.4
CN,XIY,Xi'an Xianyang International Airport,Xianyang (Weicheng),large_airport,False,CKG,Chongqing Jiangbei International Airport,Chongqing,large_airport,False,562.4
CN,CKG,Chongqing Jiangbei International Airport,Chongqing,large_airport,False,KWL,Guilin Liangjiang International Airport,Guilin (Lingui),large_airport,False,600.95
CN,KWL,Guilin Liangjiang International Airport,Guilin (Lingui),large_airport,False,CKG,Chongqing Jiangbei International Airport,Chongqing,large_airport,False,600.95
CN,CKG,Chongqing Jiangbei International Airport,Chongqing,large_airport,False,KMG,Kunming Changshui International Airport,Kunming,large_airport,False,629.44
CN,KMG,Kunming Changshui International Airport,Kunming,large_airport,False,CKG,Chongqing Jiangbei International Airport,Chongqing,large_airport,False,629.44
CN,CKG,Chongqing Jiangbei International Airport,Chongqing,large_airport,False,CSX,Changsha Huanghua International Airport,Changsha (Changsha),large_airport,False,661.02
CN,CSX,Changsha Huanghua International Airport,Changsha (Changsha),large_airport,False,CKG,Chongqing Jiangbei International Airport,Chongqing,large_airport,False,661.02
CN,CKG,Chongqing Jiangbei International Airport,Chongqing,large_airport,False,WUH,Wuhan Tianhe International Airport,Wuhan (Huangpi),large_airport,False,735.79
CN,WUH,Wuhan Tianhe International Airport,Wuhan (Huangpi),large_airport,False,CKG,Chongqing Jiangbei International Airport,Chongqing,large_airport,False,735.79
CN,CKG,Chongqing Jiangbei International Airport,Chongqing,large_airport,False,NNG,Nanning Wuxu Airport,Nanning (Jiangnan),large_airport,False,804.37
CN,NNG,Nanning Wuxu Airport,Nanning (Jiangnan),large_airport,False,CKG,Chongqing Jiangbei International Airport,Chongqing,large_airport,False,804.37
CN,CKG,Chongqing Jiangbei International Airport,Chongqing,large_airport,False,LHW,Lanzhou Zhongchuan International Airport,Lanzhou (Yongdeng),large_airport,False,807.3
CN,LHW,Lanzhou Zhongchuan International Airport,Lanzhou (Yongdeng),large_airport,False,CKG,Chongqing Jiangbei International Airport,Chongqing,large_airport,False,807.3
CN,CKG,Chongqing Jiangbei International Airport,Chongqing,large_airport,False,EHU,Ezhou Huahu Airport,Ezhou,large_airport,False,810.3
CN,EHU,Ezhou Huahu Airport,Ezhou,large_airport,False,CKG,Chongqing Jiangbei International Airport,Chongqing,large_airport,False,810.3
CN,CKG,Chongqing Jiangbei International Airport,Chongqing,large_airport,False,CGO,Zhengzhou Xinzheng International Airport,Zhengzhou,large_airport,False,863.27
CN,CGO,Zhengzhou Xinzheng International Airport,Zhengzhou,large_airport,False,CKG,Chongqing Jiangbei International Airport,Chongqing,large_airport,False,863.27
CN,CKG,Chongqing Jiangbei International Airport,Chongqing,large_airport,False,KHN,Nanchang Changbei International Airport,Nanchang,large_airport,False,901.84
CN,KHN,Nanchang Changbei International Airport,Nanchang,large_airport,False,CKG,Chongqing Jiangbei International Airport,Chongqing,large_airport,False,901.84
CN,CKG,Chongqing Jiangbei International Airport,Chongqing,large_airport,False,TYN,Taiyuan Wusu International Airport,Taiyuan,large_airport,False,1049.93
CN,TYN,Taiyuan Wusu International Airport,Taiyuan,large_airport,False,CKG,Chongqing Jiangbei International Airport,Chongqing,large_airport,False,1049.93
CN,CKG,Chongqing Jiangbei International Airport,Chongqing,large_airport,False,SZX,Shenzhen Bao'an International Airport,Shenzhen (Bao'an),large_airport,False,1061.93
CN,SZX,Shenzhen Bao'an International Airport,Shenzhen (Bao'an),large_airport,False,CKG,Chongqing Jiangbei International Airport,Chongqing,large_airport,False,1061.93
CN,CKG,Chongqing Jiangbei International Airport,Chongqing,large_airport,False,HAK,Haikou Meilan International Airport,Haikou (Meilan),large_airport,False,1152.83
CN,HAK,Haikou Meilan International Airport,Haikou (Meilan),large_airport,False,CKG,Chongqing Jiangbei International Airport,Chongqing,large_airport,False,1152.83
CN,CKG,Chongqing Jiangbei International Airport,Chongqing,large_airport,False,NKG,Nanjing Lukou International Airport,Nanjing,large_airport,False,1188.29
CN,NKG,Nanjing Lukou International Airport,Nanjing,large_airport,False,CKG,Chongqing Jiangbei International Airport,Chongqing,large_airport,False,1188.29
CN,CKG,Chongqing Jiangbei International Airport,Chongqing,large_airport,False,TNA,Jinan Yaoqiang International Airport,Jinan (Licheng),large_airport,False,1261.66
CN,TNA,Jinan Yaoqiang International Airport,Jinan (Licheng),large_airport,False,CKG,Chongqing Jiangbei International Airport,Chongqing,large_airport,False,1261.66
CN,CKG,Chongqing Jiangbei International Airport,Chongqing,large_airport,False,XMN,Xiamen Gaoqi International Airport,Xiamen,large_airport,False,1271.85
CN,XMN,Xiamen Gaoqi International Airport,Xiamen,large_airport,False,CKG,Chongqing Jiangbei International Airport,Chongqing,large_airport,False,1271.85
CN,CKG,Chongqing Jiangbei International Airport,Chongqing,large_airport,False,SYX,Sanya Phoenix International Airport,Sanya (Tianya),large_airport,False,1299.11
CN,SYX,Sanya Phoenix International Airport,Sanya (Tianya),large_airport,False,CKG,Chongqing Jiangbei International Airport,Chongqing,large_airport,False,1299.11
CN,CKG,Chongqing Jiangbei International Airport,Chongqing,large_airport,False,HET,Hohhot Baita International Airport,Hohhot,large_airport,False,1323.77
CN,HET,Hohhot Baita International Airport,Hohhot,large_airport,False,CKG,Chongqing Jiangbei International Airport,Chongqing,large_airport,False,1323.77
CN,CKG,Chongqing Jiangbei International Airport,Chongqing,large_airport,False,HGH,Hangzhou Xiaoshan International Airport,Hangzhou,large_airport,False,1327.5
CN,HGH,Hangzhou Xiaoshan International Airport,Hangzhou,large_airport,False,CKG,Chongqing Jiangbei International Airport,Chongqing,large_airport,False,1327.5
CN,CKG,Chongqing Jiangbei International Airport,Chongqing,large_airport,False,FOC,Fuzhou Changle International Airport,Fuzhou (Changle),large_airport,False,1345.73
CN,FOC,Fuzhou Changle International Airport,Fuzhou (Changle),large_airport,False,CKG,Chongqing Jiangbei International Airport,Chongqing,large_airport,False,1345.73
CN,CNI,Changhai Airport,Dalian (Changhai),medium_airport,False,PEK,Beijing Capital International Airport,Beijing,large_airport,True,528.22
CN,PEK,Beijing Capital International Airport,Beijing,large_airport,True,CNI,Changhai Airport,Dalian (Changhai),medium_airport,False,528.22
CN,CNI,Changhai Airport,Dalian (Changhai),medium_airport,False,CAN,Guangzhou Baiyun International Airport,Guangzhou (Huadu),large_airport,False,1973.88
CN,CAN,Guangzhou Baiyun International Airport,Guangzhou (Huadu),large_airport,False,CNI,Changhai Airport,Dalian (Changhai),medium_airport,False,1973.88
CN,CNI,Changhai Airport,Dalian (Changhai),medium_airport,False,CGO,Zhengzhou Xinzheng International Airport,Zhengzhou,large_airport,False,944.08
CN,CGO,Zhengzhou Xinzheng International Airport,Zhengzhou,large_airport,False,CNI,Changhai Airport,Dalian (Changhai),medium_airport,False,944.08
CN,CNI,Changhai Airport,Dalian (Changhai),medium_airport,False,CGQ,Changchun Longjia International Airport,Changchun,large_airport,False,582.55
CN,CGQ,Changchun Longjia International Airport,Changchun,large_airport,False,CNI,Changhai Airport,Dalian (Changhai),medium_airport,False,582.55
CN,CNI,Changhai Airport,Dalian (Changhai),medium_airport,False,CKG,Chongqing Jiangbei International Airport,Chongqing,large_airport,False,1807.34
CN,CKG,Chongqing Jiangbei International Airport,Chongqing,large_airport,False,CNI,Changhai Airport,Dalian (Changhai),medium_airport,False,1807.34
CN,CNI,Changhai Airport,Dalian (Changhai),medium_airport,False,CSX,Changsha Huanghua International Airport,Changsha (Changsha),large_airport,False,1508.1
CN,CSX,Changsha Huanghua International Airport,Changsha (Changsha),large_airport,False,CNI,Changhai Airport,Dalian (Changhai),medium_airport,False,1508.1
CN,CNI,Changhai Airport,Dalian (Changhai),medium_airport,False,CTU,Chengdu Shuangliu International Airport,Chengdu (Shuangliu),large_airport,False,1956.85
CN,CTU,Chengdu Shuangliu International Airport,Chengdu (Shuangliu),large_airport,False,CNI,Changhai Airport,Dalian (Changhai),medium_airport,False,1956.85
CN,CNI,Changhai Airport,Dalian (Changhai),medium_airport,False,DLC,Dalian Zhoushuizi International Airport,Dalian (Ganjingzi),large_airport,False,102.95
CN,DLC,Dalian Zhoushuizi International Airport,Dalian (Ganjingzi),large_airport,False,CNI,Changhai Airport,Dalian (Changhai),medium_airport,False,102.95
CN,CNI,Changhai Airport,Dalian (Changhai),medium_airport,False,EHU,Ezhou Huahu Airport,Ezhou,large_airport,False,1211.35
CN,EHU,Ezhou Huahu Airport,Ezhou,large_airport,False,CNI,Changhai Airport,Dalian (Changhai),medium_airport,False,1211.35
CN,CNI,Changhai Airport,Dalian (Changhai),medium_airport,False,FOC,Fuzhou Changle International Airport,Fuzhou (Changle),large_airport,False,1508.65
