country,origin_airport,origin_name,origin_city,origin_type,origin_is_hub,destination_airport,destination_name,destination_city,destination_type,destination_is_hub,distance_km
AE,AAN,Al Ain International Airport,Al Ain,medium_airport,False,SHJ,Sharjah International Airport,Sharjah,large_airport,False,119.0
AE,SHJ,Sharjah International Airport,Sharjah,large_airport,False,AAN,Al Ain International Airport,Al Ain,medium_airport,False,119.0
AE,AAN,Al Ain International Airport,Al Ain,medium_airport,False,FJR,Fujairah International Airport,Fujairah,medium_airport,False,118.99
AE,FJR,Fujairah International Airport,Fujairah,medium_airport,False,AAN,Al Ain International Airport,Al Ain,medium_airport,False,118.99
AE,AAN,Al Ain International Airport,Al Ain,medium_airport,False,RKT,Ras Al Khaimah International Airport,Ras Al Khaimah,medium_airport,False,153.94
AE,RKT,Ras Al Khaimah International Airport,Ras Al Khaimah,medium_airport,False,AAN,Al Ain International Airport,Al Ain,medium_airport,False,153.94
AE,AUH,Zayed International Airport,Abu Dhabi,large_airport,False,DWC,Al Maktoum International Airport,Jebel Ali,large_airport,False,72.01
AE,DWC,Al Maktoum International Airport,Jebel Ali,large_airport,False,AUH,Zayed International Airport,Abu Dhabi,large_airport,False,72.01
AE,AUH,Zayed International Airport,Abu Dhabi,large_airport,False,SHJ,Sharjah International Airport,Sharjah,large_airport,False,131.54
AE,SHJ,Sharjah International Airport,Sharjah,large_airport,False,AUH,Zayed International Airport,Abu Dhabi,large_airport,False,131.54
AE,AUH,Zayed International Airport,Abu Dhabi,large_airport,False,RKT,Ras Al Khaimah International Airport,Ras Al Khaimah,medium_airport,False,183.67
AE,RKT,Ras Al Khaimah International Airport,Ras Al Khaimah,medium_airport,False,AUH,Zayed International Airport,Abu Dhabi,large_airport,False,183.67
AE,AUH,Zayed International Airport,Abu Dhabi,large_airport,False,FJR,Fujairah International Airport,Fujairah,medium_airport,False,184.47
