origin_country,destination_country,origin_airport,origin_name,origin_city,origin_type,origin_is_hub,destination_airport,destination_name,destination_city,destination_type,destination_is_hub,distance_km
AE,QA,DXB,Dubai International Airport,Dubai,large_airport,True,DOH,Hamad International Airport,Doha,large_airport,True,377.73
AE,EG,DXB,Dubai International Airport,Dubai,large_airport,True,CAI,Cairo International Airport,Cairo,large_airport,True,2416.15
AE,TR,DXB,Dubai International Airport,Dubai,large_airport,True,IST,İstanbul Airport,"Arnavutköy, Istanbul",large_airport,True,3028.35
AE,IT,DXB,Dubai International Airport,Dubai,large_airport,True,FCO,Rome–Fiumicino Leonardo da Vinci International Airport,Rome,large_airport,True,4342.71
AE,DE,DXB,Dubai International Airport,Dubai,large_airport,True,FRA,Frankfurt Airport,Frankfurt am Main,large_airport,True,4843.75
AE,TH,DXB,Dubai International Airport,Dubai,large_airport,True,BKK,Suvarnabhumi Airport,Bangkok,large_airport,True,4903.71
AE,VN,DXB,Dubai International Airport,Dubai,large_airport,True,HAN,Noi Bai International Airport,Hanoi (Soc Son),large_airport,True,5144.18
AE,NL,DXB,Dubai International Airport,Dubai,large_airport,True,AMS,Amsterdam Airport Schiphol,Amsterdam,large_airport,True,5168.64
AE,FR,DXB,Dubai International Airport,Dubai,large_airport,True,CDG,Charles de Gaulle International Airport,"Paris (Roissy-en-France, Val-d'Oise)",large_airport,True,5238.62
AE,GB,DXB,Dubai International Airport,Dubai,large_airport,True,LHR,London Heathrow Airport,London,large_airport,True,5497.93
AE,VN,DXB,Dubai International Airport,Dubai,large_airport,True,SGN,Tan Son Nhat International Airport,Ho Chi Minh City,large_airport,True,5618.74
AE,ES,DXB,Dubai International Airport,Dubai,large_airport,True,MAD,Adolfo Suárez Madrid–Barajas Airport,Madrid,large_airport,True,5648.83
AE,CN,DXB,Dubai International Airport,Dubai,large_airport,True,PEK,Beijing Capital International Airport,Beijing,large_airport,True,5845.09
AE,SG,DXB,Dubai International Airport,Dubai,large_airport,True,SIN,Singapore Changi Airport,Singapore,large_airport,True,5846.66
AE,HK,DXB,Dubai International Airport,Dubai,large_airport,True,HKG,Hong Kong International Airport,Hong Kong,large_airport,True,5919.68
AE,ZA,DXB,Dubai International Airport,Dubai,large_airport,True,JNB,O.R. Tambo International Airport,Johannesburg,large_airport,True,6413.1
AE,KR,DXB,Dubai International Airport,Dubai,large_airport,True,ICN,Incheon International Airport,Seoul,large_airport,True,6728.93
AE,JP,DXB,Dubai International Airport,Dubai,large_airport,True,HND,Tokyo Haneda International Airport,Tokyo,large_airport,True,7934.62
AE,US,DXB,Dubai International Airport,Dubai,large_airport,True,JFK,John F Kennedy International Airport,New York,large_airport,True,11001.57
AE,CA,DXB,Dubai International Airport,Dubai,large_airport,True,YYZ,Toronto Lester B. Pearson International Airport,Toronto,large_airport,True,11082.19
AE,US,DXB,Dubai International Airport,Dubai,large_airport,True,ORD,Chicago O'Hare International Airport,Chicago,large_airport,True,11640.53
AE,AU,DXB,Dubai International Airport,Dubai,large_airport,True,MEL,Melbourne Airport,Melbourne,large_airport,True,11644.11
AE,AU,DXB,Dubai International Airport,Dubai,large_airport,True,SYD,Sydney Kingsford Smith International Airport,Sydney (Mascot),large_airport,True,12043.88
AE,US,DXB,Dubai International Airport,Dubai,large_airport,True,ATL,Hartsfield Jackson Atlanta International Airport,Atlanta,large_airport,True,12209.38
AE,BR,DXB,Dubai International Airport,Dubai,large_airport,True,GRU,Guarulhos - Governador André Franco Montoro International Airport,São Paulo,large_airport,True,12216.42
AE,US,DXB,Dubai International Airport,Dubai,large_airport,True,MIA,Miami International Airport,Miami,large_airport,True,12606.61
AE,US,DXB,Dubai International Airport,Dubai,large_airport,True,DFW,Dallas Fort Worth International Airport,Dallas-Fort Worth,large_airport,True,12919.39
AE,US,DXB,Dubai International Airport,Dubai,large_airport,True,SFO,San Francisco International Airport,San Francisco,large_airport,True,13019.98
AE,US,DXB,Dubai International Airport,Dubai,large_airport,True,LAX,Los Angeles International Airport,Los Angeles,large_airport,True,13400.08
AE,CO,DXB,Dubai International Airport,Dubai,large_airport,True,BOG,El Dorado International Airport,Bogota,large_airport,True,13630.64
AE,AR,DXB,Dubai International Airport,Dubai,large_airport,True,EZE,Minister Pistarini International Airport,Buenos Aires (Ezeiza),large_airport,True,13675.31
AE,MX,DXB,Dubai International Airport,Dubai,large_airport,True,MEX,Benito Juárez International Airport,Ciudad de México,large_airport,True,14328.83
AE,OM,DXB,Dubai International Airport,Dubai,large_airport,True,MCT,Muscat International Airport,Muscat,large_airport,False,348.48
AE,BH,DXB,Dubai International Airport,Dubai,large_airport,True,BAH,Bahrain International Airport,Manama,large_airport,False,486.58
AE,IR,DXB,Dubai International Airport,Dubai,large_airport,True,SYZ,Shiraz Shahid Dastghaib International Airport,Shiraz,large_airport,False,549.67
AE,SA,DXB,Dubai International Airport,Dubai,large_airport,True,DMM,King Fahd International Airport,Ad Dammam,large_airport,False,573.16
AE,OM,DXB,Dubai International Airport,Dubai,large_airport,True,DQM,Duqm International Airport,Duqm,large_airport,False,680.67
AE,KW,DXB,Dubai International Airport,Dubai,large_airport,True,KWI,Kuwait International Airport,Kuwait City,large_airport,False,853.98
AE,SA,DXB,Dubai International Airport,Dubai,large_airport,True,RUH,King Khaled International Airport,Riyadh,large_airport,False,873.01
AE,PK,DXB,Dubai International Airport,Dubai,large_airport,True,KHI,Jinnah International Airport,Karachi,large_airport,False,1188.27
AE,IR,DXB,Dubai International Airport,Dubai,large_airport,True,IKA,Imam Khomeini International Airport,Tehran,large_airport,False,1199.86
AE,IR,DXB,Dubai International Airport,Dubai,large_airport,True,THR,Mehrabad International Airport,Tehran,large_airport,False,1223.34
AE,IR,DXB,Dubai International Airport,Dubai,large_airport,True,MHD,Mashhad International Airport,Mashhad,large_airport,False,1287.35
AE,IQ,DXB,Dubai International Airport,Dubai,large_airport,True,BGW,Baghdad International Airport / New Al Muthana Air Base,Baghdad,large_airport,False,1398.01
AE,TM,DXB,Dubai International Airport,Dubai,large_airport,True,ASB,Ashgabat International Airport,Ashgabat,large_airport,False,1443.86
AE,SA,DXB,Dubai International Airport,Dubai,large_airport,True,MED,Prince Mohammad Bin Abdulaziz Airport,Medina,large_airport,False,1580.36
AE,SA,DXB,Dubai International Airport,Dubai,large_airport,True,JED,King Abdulaziz International Airport,Jeddah,large_airport,False,1698.99
AE,AZ,DXB,Dubai International Airport,Dubai,large_airport,True,GYD,Heydar Aliyev International Airport,Baku,large_airport,False,1762.26
AE,PK,DXB,Dubai International Airport,Dubai,large_airport,True,ISB,Islamabad International Airport,Attock,large_airport,False,1922.79
AE,IN,DXB,Dubai International Airport,Dubai,large_airport,True,BOM,Chhatrapati Shivaji International Airport,Mumbai,large_airport,False,1926.16
AE,AM,DXB,Dubai International Airport,Dubai,large_airport,True,EVN,Zvartnots International Airport,Yerevan,large_airport,False,1944.76
AE,IN,DXB,Dubai International Airport,Dubai,large_airport,True,NMI,Navi Mumbai International Airport,Navi Mumbai,large_airport,False,1949.95
AE,PK,DXB,Dubai International Airport,Dubai,large_airport,True,LHE,Allama Iqbal International Airport,Lahore,large_airport,False,1985.2
AE,DJ,DXB,Dubai International Airport,Dubai,large_airport,True,JIB,Djibouti-Ambouli Airport,Djibouti City,large_airport,False,1992.39
AE,JO,DXB,Dubai International Airport,Dubai,large_airport,True,AMM,Queen Alia International Airport,Amman,large_airport,False,2021.54
AE,SY,DXB,Dubai International Airport,Dubai,large_airport,True,DAM,Damascus International Airport,Damascus,large_airport,False,2035.52
AE,GE,DXB,Dubai International Airport,Dubai,large_airport,True,TBS,Tbilisi International Airport,Tbilisi,large_airport,False,2061.33
AE,IL,DXB,Dubai International Airport,Dubai,large_airport,True,ETM,Ramon International Airport,Eilat,large_airport,False,2064.98
AE,EG,DXB,Dubai International Airport,Dubai,large_airport,True,SSH,Sharm El Sheikh International Airport,Sharm El Sheikh,large_airport,False,2103.87
AE,IL,DXB,Dubai International Airport,Dubai,large_airport,True,TLV,Ben Gurion International Airport,Tel Aviv,large_airport,False,2130.83
AE,LB,DXB,Dubai International Airport,Dubai,large_airport,True,BEY,Beirut Rafic Hariri International Airport,Beirut,large_airport,False,2140.68
AE,EG,DXB,Dubai International Airport,Dubai,large_airport,True,HRG,Hurghada International Airport,Hurghada,large_airport,False,2159.49
AE,IN,DXB,Dubai International Airport,Dubai,large_airport,True,DEL,Indira Gandhi International Airport,New Delhi,large_airport,False,2182.73
AE,IN,DXB,Dubai International Airport,Dubai,large_airport,True,GOX,Manohar International Airport,Mopa,large_airport,False,2193.86
AE,UZ,DXB,Dubai International Airport,Dubai,large_airport,True,TAS,Tashkent International Airport,Tashkent,large_airport,False,2194.15
AE,IN,DXB,Dubai International Airport,Dubai,large_airport,True,GOI,Dabolim Airport,Vasco da Gama,large_airport,False,2212.77
AE,TR,DXB,Dubai International Airport,Dubai,large_airport,True,COV,Çukurova International Airport,Tarsus,large_airport,False,2317.97
AE,CY,DXB,Dubai International Airport,Dubai,large_airport,True,LCA,Larnaca International Airport,Larnaca,large_airport,False,2342.59
AE,EG,DXB,Dubai International Airport,Dubai,large_airport,True,HMB,Suhaj Mubarak International Airport,Suhaj,large_airport,False,2364.63
AE,RU,DXB,Dubai International Airport,Dubai,large_airport,True,AER,Sochi International Airport,Sochi,large_airport,False,2459.77
AE,ET,DXB,Dubai International Airport,Dubai,large_airport,True,ADD,Addis Ababa Bole International Airport,Addis Ababa,large_airport,False,2518.96
AE,IN,DXB,Dubai International Airport,Dubai,large_airport,True,HYD,Rajiv Gandhi International Airport,Hyderabad,large_airport,False,2546.8
AE,SD,DXB,Dubai International Airport,Dubai,large_airport,True,KRT,Khartoum International Airport,Khartoum,large_airport,False,2603.23
AE,KG,DXB,Dubai International Airport,Dubai,large_airport,True,FRU,Manas International Airport,Bishkek,large_airport,False,2635.42
AE,TR,DXB,Dubai International Airport,Dubai,large_airport,True,ESB,Esenboğa International Airport,Ankara,large_airport,False,2654.49
AE,TR,DXB,Dubai International Airport,Dubai,large_airport,True,AYT,Antalya International Airport,Antalya,large_airport,False,2662.24
AE,IN,DXB,Dubai International Airport,Dubai,large_airport,True,BLR,Kempegowda International Airport,Bangalore,large_airport,False,2695.16
AE,IN,DXB,Dubai International Airport,Dubai,large_airport,True,COK,Cochin International Airport,Kochi,large_airport,False,2782.56
AE,KZ,DXB,Dubai International Airport,Dubai,large_airport,True,ALA,Almaty International Airport,Almaty,large_airport,False,2814.55
AE,RU,DXB,Dubai International Airport,Dubai,large_airport,True,ROV,Platov International Airport,Rostov-on-Don,large_airport,False,2821.23
AE,TR,DXB,Dubai International Airport,Dubai,large_airport,True,DLM,Dalaman International Airport,Dalaman,large_airport,False,2822.19
AE,IN,DXB,Dubai International Airport,Dubai,large_airport,True,MAA,Chennai International Airport,Chennai,large_airport,False,2933.17
AE,TR,DXB,Dubai International Airport,Dubai,large_airport,True,BJV,Milas Bodrum International Airport,Bodrum,large_airport,False,2936.47
AE,IN,DXB,Dubai International Airport,Dubai,large_airport,True,TRV,Thiruvananthapuram International Airport,Thiruvananthapuram,large_airport,False,2947.1
AE,TR,DXB,Dubai International Airport,Dubai,large_airport,True,SAW,Istanbul Sabiha Gökçen International Airport,"Pendik, Istanbul",large_airport,False,2967.5
AE,NP,DXB,Dubai International Airport,Dubai,large_airport,True,KTM,Tribhuvan International Airport,Kathmandu,large_airport,False,2990.55
AE,TR,DXB,Dubai International Airport,Dubai,large_airport,True,ADB,Adnan Menderes International Airport,Gaziemir,large_airport,False,3017.56
AE,MV,DXB,Dubai International Airport,Dubai,large_airport,True,MLE,Malé International Airport,Malé,large_airport,False,3040.77
AE,RU,DXB,Dubai International Airport,Dubai,large_airport,True,GSV,Gagarin International Airport,Saratov,large_airport,False,3043.52
AE,GR,DXB,Dubai International Airport,Dubai,large_airport,True,HER,Heraklion International Nikos Kazantzakis Airport,Heraklion,large_airport,False,3092.18
AE,RU,DXB,Dubai International Airport,Dubai,large_airport,True,KUF,Kurumoch International Airport,Samara,large_airport,False,3171.16
AE,KZ,DXB,Dubai International Airport,Dubai,large_airport,True,NQZ,Nursultan Nazarbayev International Airport,Astana,large_airport,False,3177.33
AE,BG,DXB,Dubai International Airport,Dubai,large_airport,True,BOJ,Burgas Airport,Burgas,large_airport,False,3186.23
AE,BG,DXB,Dubai International Airport,Dubai,large_airport,True,VAR,Varna Airport,Varna,large_airport,False,3199.8
AE,RU,DXB,Dubai International Airport,Dubai,large_airport,True,UFA,Ufa International Airport,Ufa,large_airport,False,3258.8
AE,GR,DXB,Dubai International Airport,Dubai,large_airport,True,ATH,Athens Eleftherios Venizelos International Airport,Spata-Artemida,large_airport,False,3271.87
AE,LK,DXB,Dubai International Airport,Dubai,large_airport,True,CMB,Bandaranaike International Colombo Airport,Colombo,large_airport,False,3288.16
AE,SC,DXB,Dubai International Airport,Dubai,large_airport,True,SEZ,Seychelles International Airport,Mahe Island,large_airport,False,3327.79
AE,IN,DXB,Dubai International Airport,Dubai,large_airport,True,CCU,Netaji Subhash Chandra Bose International Airport,Kolkata,large_airport,False,3365.81
AE,RO,DXB,Dubai International Airport,Dubai,large_airport,True,OTP,Bucharest Henri Coandă International Airport,Otopeni,large_airport,False,3393.32
AE,SS,DXB,Dubai International Airport,Dubai,large_airport,True,JUB,Juba International Airport,Juba,large_airport,False,3399.38
AE,RU,DXB,Dubai International Airport,Dubai,large_airport,True,KZN,Kazan International Airport,Kazan,large_airport,False,3411.27
AE,GR,DXB,Dubai International Airport,Dubai,large_airport,True,SKG,Thessaloniki Macedonia International Airport,Thessaloniki,large_airport,False,3440.24
AE,LK,DXB,Dubai International Airport,Dubai,large_airport,True,HRI,Mattala Rajapaksa International Airport,Mattala,large_airport,False,3457.02
AE,UA,DXB,Dubai International Airport,Dubai,large_airport,True,KBP,Boryspil International Airport,Boryspil,large_airport,False,3488.66
AE,BG,DXB,Dubai International Airport,Dubai,large_airport,True,SOF,Sofia Airport,Sofia,large_airport,False,3494.17
AE,RU,DXB,Dubai International Airport,Dubai,large_airport,True,SVX,Koltsovo Airport,Yekaterinburg,large_airport,False,3528.7
AE,BD,DXB,Dubai International Airport,Dubai,large_airport,True,DAC,Hazrat Shahjalal International Airport,Dhaka,large_airport,False,3536.93
AE,KE,DXB,Dubai International Airport,Dubai,large_airport,True,NBO,Jomo Kenyatta International Airport,Nairobi,large_airport,False,3559.25
AE,CN,DXB,Dubai International Airport,Dubai,large_airport,True,URC,Ürümqi Diwopu International Airport,Ürümqi,large_airport,False,3561.35
AE,MK,DXB,Dubai International Airport,Dubai,large_airport,True,SKP,Skopje International Airport,Ilinden,large_airport,False,3600.66
AE,RU,DXB,Dubai International Airport,Dubai,large_airport,True,DME,Domodedovo International Airport,Moscow,large_airport,False,3641.99
AE,RU,DXB,Dubai International Airport,Dubai,large_airport,True,ZIA,Zhukovsky International Airport,Moscow,large_airport,False,3648.28
AE,KE,DXB,Dubai International Airport,Dubai,large_airport,True,MBA,Moi International Airport,Mombasa,large_airport,False,3674.75
AE,RU,DXB,Dubai International Airport,Dubai,large_airport,True,VKO,Vnukovo International Airport,Moscow,large_airport,False,3680.12
AE,RU,DXB,Dubai International Airport,Dubai,large_airport,True,SVO,Sheremetyevo International Airport,Moscow,large_airport,False,3711.67
AE,AL,DXB,Dubai International Airport,Dubai,large_airport,True,TIA,Tirana International Airport Mother Teresa,Rinas,large_airport,False,3730.54
AE,UG,DXB,Dubai International Airport,Dubai,large_airport,True,EBB,Entebbe International Airport,Kampala,large_airport,False,3731.34
AE,ME,DXB,Dubai International Airport,Dubai,large_airport,True,TGD,Podgorica Airport / Podgorica Golubovci Airbase,Podgorica,large_airport,False,3799.81
AE,RS,DXB,Dubai International Airport,Dubai,large_airport,True,BEG,Belgrade Nikola Tesla Airport,Belgrade,large_airport,False,3816.46
AE,UA,DXB,Dubai International Airport,Dubai,large_airport,True,LWO,Lviv International Airport,Lviv,large_airport,False,3837.49
AE,IT,DXB,Dubai International Airport,Dubai,large_airport,True,BDS,Brindisi Airport,Brindisi,large_airport,False,3850.1
AE,BY,DXB,Dubai International Airport,Dubai,large_airport,True,MSQ,Minsk National Airport,Minsk,large_airport,False,3902.25
AE,TZ,DXB,Dubai International Airport,Dubai,large_airport,True,ZNZ,Abeid Amani Karume International Airport,Zanzibar,large_airport,False,3910.87
AE,BA,DXB,Dubai International Airport,Dubai,large_airport,True,SJJ,Sarajevo International Airport,Sarajevo,large_airport,False,3923.32
AE,IT,DXB,Dubai International Airport,Dubai,large_airport,True,BRI,Bari Karol Wojtyła International Airport,Bari,large_airport,False,3960.04
AE,TZ,DXB,Dubai International Airport,Dubai,large_airport,True,DAR,Julius Nyerere International Airport,Dar es Salaam,large_airport,False,3977.68
AE,RU,DXB,Dubai International Airport,Dubai,large_airport,True,OVB,Novosibirsk Tolmachevo Airport,Novosibirsk,large_airport,False,3987.04
AE,HU,DXB,Dubai International Airport,Dubai,large_airport,True,BUD,Budapest Liszt Ferenc International Airport,Budapest,large_airport,False,4008.32
AE,IT,DXB,Dubai International Airport,Dubai,large_airport,True,CTA,Catania-Fontanarossa Airport,Catania,large_airport,False,4024.71
AE,MT,DXB,Dubai International Airport,Dubai,large_airport,True,MLA,Malta International Airport,Valletta,large_airport,False,4056.38
AE,RW,DXB,Dubai International Airport,Dubai,large_airport,True,KGL,Kigali International Airport,Kigali,large_airport,False,4067.24
AE,LT,DXB,Dubai International Airport,Dubai,large_airport,True,VNO,Vilnius International Airport,Vilnius,large_airport,False,4090.38
AE,PL,DXB,Dubai International Airport,Dubai,large_airport,True,KRK,Kraków John Paul II International Airport,Balice,large_airport,False,4107.86
AE,MM,DXB,Dubai International Airport,Dubai,large_airport,True,MDL,Mandalay International Airport,Mandalay,large_airport,False,4145.6
AE,LY,DXB,Dubai International Airport,Dubai,large_airport,True,MJI,Mitiga International Airport,Tripoli,large_airport,False,4148.58
AE,IT,DXB,Dubai International Airport,Dubai,large_airport,True,NAP,Naples International Airport,Napoli,large_airport,False,4155.6
AE,PL,DXB,Dubai International Airport,Dubai,large_airport,True,WAW,Warsaw Chopin Airport,Warsaw,large_airport,False,4155.8
AE,HR,DXB,Dubai International Airport,Dubai,large_airport,True,ZAG,Zagreb Franjo Tuđman International Airport,Velika Gorica,large_airport,False,4162.89
AE,SK,DXB,Dubai International Airport,Dubai,large_airport,True,BTS,M. R. Štefánik Airport,Bratislava,large_airport,False,4181.72
AE,IT,DXB,Dubai International Airport,Dubai,large_airport,True,PMO,Falcone–Borsellino Airport,Palermo,large_airport,False,4207.14
AE,AT,DXB,Dubai International Airport,Dubai,large_airport,True,VIE,Vienna International Airport,Vienna,large_airport,False,4222.9
AE,SI,DXB,Dubai International Airport,Dubai,large_airport,True,LJU,Ljubljana Jože Pučnik Airport,Zgornji Brnik,large_airport,False,4298.0
AE,RU,DXB,Dubai International Airport,Dubai,large_airport,True,LED,Pulkovo Airport,St. Petersburg,large_airport,False,4300.61
AE,MM,DXB,Dubai International Airport,Dubai,large_airport,True,RGN,Yangon International Airport,Yangon,large_airport,False,4313.36
AE,LV,DXB,Dubai International Airport,Dubai,large_airport,True,RIX,Riga International Airport,Riga,large_airport,False,4319.61
AE,PL,DXB,Dubai International Airport,Dubai,large_airport,True,GDN,Gdańsk Lech Wałęsa Airport,Gdańsk,large_airport,False,4427.89
AE,IT,DXB,Dubai International Airport,Dubai,large_airport,True,VCE,Venice Marco Polo Airport,Venezia (VE),large_airport,False,4430.41
AE,TN,DXB,Dubai International Airport,Dubai,large_airport,True,TUN,Tunis Carthage International Airport,Tunis,large_airport,False,4444.47
AE,CZ,DXB,Dubai International Airport,Dubai,large_airport,True,PRG,Václav Havel Airport Prague,Prague,large_airport,False,4463.79
AE,TD,DXB,Dubai International Airport,Dubai,large_airport,True,NDJ,N'Djamena International Airport,N'Djamena,large_airport,False,4470.58
AE,EE,DXB,Dubai International Airport,Dubai,large_airport,True,TLL,Lennart Meri Tallinn Airport,Tallinn,large_airport,False,4471.39
AE,IT,DXB,Dubai International Airport,Dubai,large_airport,True,FLR,"Florence Airport, Peretola",Firenze (FI),large_airport,False,4472.47
AE,IT,DXB,Dubai International Airport,Dubai,large_airport,True,BLQ,Bologna Guglielmo Marconi Airport,Bologna,large_airport,False,4484.11
AE,TH,DXB,Dubai International Airport,Dubai,large_airport,True,CNX,Chiang Mai International Airport,Chiang Mai,large_airport,False,4532.68
AE,IT,DXB,Dubai International Airport,Dubai,large_airport,True,PSA,Pisa International Airport,Pisa (PI),large_airport,False,4533.14
AE,FI,DXB,Dubai International Airport,Dubai,large_airport,True,HEL,Helsinki Vantaa Airport,Helsinki (Vantaa),large_airport,False,4537.52
AE,IT,DXB,Dubai International Airport,Dubai,large_airport,True,VRN,Verona Villafranca Valerio Catullo Airport,Caselle (VR),large_airport,False,4537.66
AE,RU,DXB,Dubai International Airport,Dubai,large_airport,True,KJA,Krasnoyarsk International Airport,Krasnoyarsk,large_airport,False,4548.19
AE,DE,DXB,Dubai International Airport,Dubai,large_airport,True,MUC,Munich Airport,Munich,large_airport,False,4564.01
AE,IT,DXB,Dubai International Airport,Dubai,large_airport,True,CAG,Cagliari Elmas Airport,Cagliari,large_airport,False,4568.65
AE,DE,DXB,Dubai International Airport,Dubai,large_airport,True,BER,Berlin Brandenburg Airport,Berlin,large_airport,False,4612.7
AE,IT,DXB,Dubai International Airport,Dubai,large_airport,True,BGY,Milan Bergamo Airport / Antonio Locatelli Air Base,Orio al Serio (BG),large_airport,False,4634.08
AE,DE,DXB,Dubai International Airport,Dubai,large_airport,True,LEJ,Leipzig/Halle Airport,Schkeuditz,large_airport,False,4651.51
AE,DE,DXB,Dubai International Airport,Dubai,large_airport,True,NUE,Nuremberg Airport,Nuremberg,large_airport,False,4653.57
AE,IT,DXB,Dubai International Airport,Dubai,large_airport,True,GOA,Genoa Cristoforo Colombo Airport,Genova (GE),large_airport,False,4670.86
AE,IT,DXB,Dubai International Airport,Dubai,large_airport,True,MXP,Milan Malpensa International Airport,Ferno (VA),large_airport,False,4707.41
AE,CN,DXB,Dubai International Airport,Dubai,large_airport,True,LHW,Lanzhou Zhongchuan International Airport,Lanzhou (Yongdeng),large_airport,False,4720.65
AE,DE,DXB,Dubai International Airport,Dubai,large_airport,True,STR,Stuttgart Airport,Stuttgart,large_airport,False,4755.44
AE,CN,DXB,Dubai International Airport,Dubai,large_airport,True,KMG,Kunming Changshui International Airport,Kunming,large_airport,False,4760.77
AE,CH,DXB,Dubai International Airport,Dubai,large_airport,True,ZRH,Zürich Airport,Zurich,large_airport,False,4767.81
AE,CN,DXB,Dubai International Airport,Dubai,large_airport,True,CTU,Chengdu Shuangliu International Airport,Chengdu (Shuangliu),large_airport,False,4774.16
AE,IT,DXB,Dubai International Airport,Dubai,large_airport,True,TRN,Turin Airport,Caselle Torinese (TO),large_airport,False,4780.05
AE,FR,DXB,Dubai International Airport,Dubai,large_airport,True,NCE,Nice-Côte d'Azur Airport,"Nice, Alpes-Maritimes",large_airport,False,4783.89
AE,SE,DXB,Dubai International Airport,Dubai,large_airport,True,ARN,Stockholm-Arlanda Airport,Stockholm,large_airport,False,4784.42
AE,DK,DXB,Dubai International Airport,Dubai,large_airport,True,CPH,Copenhagen Kastrup Airport,Copenhagen,large_airport,False,4818.38
AE,CN,DXB,Dubai International Airport,Dubai,large_airport,True,TFU,Chengdu Tianfu International Airport,Chengdu (Jianyang),large_airport,False,4824.06
AE,FR,DXB,Dubai International Airport,Dubai,large_airport,True,BSL,EuroAirport Basel-Mulhouse-Freiburg,Saint-Louis,large_airport,False,4846.47
AE,DE,DXB,Dubai International Airport,Dubai,large_airport,True,HAJ,Hannover Airport,Hannover,large_airport,False,4856.17
AE,TH,DXB,Dubai International Airport,Dubai,large_airport,True,DMK,Don Mueang International Airport,Bangkok,large_airport,False,4879.98
AE,DE,DXB,Dubai International Airport,Dubai,large_airport,True,HAM,Hamburg Helmut Schmidt Airport,Hamburg,large_airport,False,4884.21
AE,CH,DXB,Dubai International Airport,Dubai,large_airport,True,GVA,Geneva Cointrin International Airport,Geneva,large_airport,False,4919.42
AE,TH,DXB,Dubai International Airport,Dubai,large_airport,True,HKT,Phuket International Airport,Phuket,large_airport,False,4927.2
AE,FR,DXB,Dubai International Airport,Dubai,large_airport,True,MRS,Marseille Provence Airport,"Marignane, Bouches-du-Rhône",large_airport,False,4940.21
AE,SE,DXB,Dubai International Airport,Dubai,large_airport,True,GOT,Göteborg Landvetter Airport,Göteborg,large_airport,False,4943.36
AE,DE,DXB,Dubai International Airport,Dubai,large_airport,True,CGN,Cologne Bonn Airport,Köln (Cologne),large_airport,False,4966.58
AE,MG,DXB,Dubai International Airport,Dubai,large_airport,True,TNR,Ivato Airport,Antananarivo,large_airport,False,4971.85
AE,FR,DXB,Dubai International Airport,Dubai,large_airport,True,LYS,Lyon Saint-Exupéry Airport,"Colombier-Saugnieu, Rhône",large_airport,False,4986.87
AE,LU,DXB,Dubai International Airport,Dubai,large_airport,True,LUX,Luxembourg-Findel International Airport,Luxembourg,large_airport,False,4994.41
AE,DE,DXB,Dubai International Airport,Dubai,large_airport,True,DUS,Düsseldorf Airport,Düsseldorf,large_airport,False,5005.08
AE,DK,DXB,Dubai International Airport,Dubai,large_airport,True,BLL,Billund Airport,Billund,large_airport,False,5023.19
AE,CN,DXB,Dubai International Airport,Dubai,large_airport,True,CKG,Chongqing Jiangbei International Airport,Chongqing,large_airport,False,5043.13
AE,DZ,DXB,Dubai International Airport,Dubai,large_airport,True,ALG,Houari Boumediene Airport,Algiers,large_airport,False,5068.32
AE,MU,DXB,Dubai International Airport,Dubai,large_airport,True,MRU,Sir Seewoosagur Ramgoolam International Airport,Plaine Magnien,large_airport,False,5085.9
AE,NL,DXB,Dubai International Airport,Dubai,large_airport,True,EIN,Eindhoven Airport,Eindhoven,large_airport,False,5102.93
AE,CN,DXB,Dubai International Airport,Dubai,large_airport,True,KWE,Guiyang Longdongbao International Airport,Guiyang (Nanming),large_airport,False,5112.01
AE,ES,DXB,Dubai International Airport,Dubai,large_airport,True,PMI,Palma de Mallorca Airport,Palma de Mallorca,large_airport,False,5112.2
AE,MN,DXB,Dubai International Airport,Dubai,large_airport,True,UBN,Ulaanbaatar Chinggis Khaan International Airport,Ulaanbaatar (Sergelen),large_airport,False,5112.4
AE,RE,DXB,Dubai International Airport,Dubai,large_airport,True,RUN,Roland Garros Airport,Sainte-Marie,large_airport,False,5130.88
AE,NO,DXB,Dubai International Airport,Dubai,large_airport,True,OSL,"Oslo Airport, Gardermoen",Oslo (Gardermoen),large_airport,False,5137.37
AE,BE,DXB,Dubai International Airport,Dubai,large_airport,True,BRU,Brussels Airport,Zaventem,large_airport,False,5147.62
AE,ES,DXB,Dubai International Airport,Dubai,large_airport,True,BCN,Josep Tarradellas Barcelona-El Prat Airport,Barcelona,large_airport,False,5175.71
AE,CN,DXB,Dubai International Airport,Dubai,large_airport,True,XIY,Xi'an Xianyang International Airport,Xianyang (Weicheng),large_airport,False,5190.08
AE,ID,DXB,Dubai International Airport,Dubai,large_airport,True,KNO,Kualanamu International Airport,Beringin,large_airport,False,5228.47
AE,ES,DXB,Dubai International Airport,Dubai,large_airport,True,IBZ,Ibiza Airport,Ibiza (Eivissa),large_airport,False,5228.68
AE,FR,DXB,Dubai International Airport,Dubai,large_airport,True,ORY,Paris-Orly Airport,"Paris (Orly, Val-de-Marne)",large_airport,False,5245.18
AE,FR,DXB,Dubai International Airport,Dubai,large_airport,True,TLS,Toulouse-Blagnac Airport,Toulouse/Blagnac,large_airport,False,5250.97
AE,KH,DXB,Dubai International Airport,Dubai,large_airport,True,SAI,Siem Reap-Angkor International Airport,Siem Reap,large_airport,False,5264.7
