origin_country,destination_country,origin_airport,origin_name,origin_city,origin_type,origin_is_hub,destination_airport,destination_name,destination_city,destination_type,destination_is_hub,distance_km
LY,US,MJI,Mitiga International Airport,Tripoli,large_airport,False,SFO,San Francisco International Airport,San Francisco,large_airport,True,10929.58
LY,US,MJI,Mitiga International Airport,Tripoli,large_airport,False,LAX,Los Angeles International Airport,Los Angeles,large_airport,True,11032.27
LY,MT,MJI,Mitiga International Airport,Tripoli,large_airport,False,MLA,Malta International Airport,Valletta,large_airport,False,347.37
LY,TN,MJI,Mitiga International Airport,Tripoli,large_airport,False,TUN,Tunis Carthage International Airport,Tunis,large_airport,False,521.25
LY,IT,MJI,Mitiga International Airport,Tripoli,large_airport,False,CTA,Catania-Fontanarossa Airport,Catania,large_airport,False,533.75
LY,IT,MJI,Mitiga International Airport,Tripoli,large_airport,False,PMO,Falcone–Borsellino Airport,Palermo,large_airport,False,587.85
LY,IT,MJI,Mitiga International Airport,Tripoli,large_airport,False,CAG,Cagliari Elmas Airport,Cagliari,large_airport,False,802.78
LY,IT,MJI,Mitiga International Airport,Tripoli,large_airport,False,NAP,Naples International Airport,Napoli,large_airport,False,893.36
LY,IT,MJI,Mitiga International Airport,Tripoli,large_airport,False,BDS,Brindisi Airport,Brindisi,large_airport,False,957.67
LY,IT,MJI,Mitiga International Airport,Tripoli,large_airport,False,BRI,Bari Karol Wojtyła International Airport,Bari,large_airport,False,967.25
LY,DZ,MJI,Mitiga International Airport,Tripoli,large_airport,False,ALG,Houari Boumediene Airport,Algiers,large_airport,False,1011.63
LY,AL,MJI,Mitiga International Airport,Tripoli,large_airport,False,TIA,Tirana International Airport Mother Teresa,Rinas,large_airport,False,1105.17
LY,GR,MJI,Mitiga International Airport,Tripoli,large_airport,False,ATH,Athens Eleftherios Venizelos International Airport,Spata-Artemida,large_airport,False,1115.73
LY,GR,MJI,Mitiga International Airport,Tripoli,large_airport,False,HER,Heraklion International Nikos Kazantzakis Airport,Heraklion,large_airport,False,1127.34
LY,ME,MJI,Mitiga International Airport,Tripoli,large_airport,False,TGD,Podgorica Airport / Podgorica Golubovci Airbase,Podgorica,large_airport,False,1175.72
LY,ES,MJI,Mitiga International Airport,Tripoli,large_airport,False,PMI,Palma de Mallorca Airport,Palma de Mallorca,large_airport,False,1200.16
LY,GR,MJI,Mitiga International Airport,Tripoli,large_airport,False,SKG,Thessaloniki Macedonia International Airport,Thessaloniki,large_airport,False,1208.62
LY,IT,MJI,Mitiga International Airport,Tripoli,large_airport,False,PSA,Pisa International Airport,Pisa (PI),large_airport,False,1226.12
LY,IT,MJI,Mitiga International Airport,Tripoli,large_airport,False,FLR,"Florence Airport, Peretola",Firenze (FI),large_airport,False,1227.31
LY,MK,MJI,Mitiga International Airport,Tripoli,large_airport,False,SKP,Skopje International Airport,Ilinden,large_airport,False,1246.81
LY,ES,MJI,Mitiga International Airport,Tripoli,large_airport,False,IBZ,Ibiza Airport,Ibiza (Eivissa),large_airport,False,1261.13
LY,BA,MJI,Mitiga International Airport,Tripoli,large_airport,False,SJJ,Sarajevo International Airport,Sarajevo,large_airport,False,1292.1
LY,IT,MJI,Mitiga International Airport,Tripoli,large_airport,False,BLQ,Bologna Guglielmo Marconi Airport,Bologna,large_airport,False,1306.16
LY,FR,MJI,Mitiga International Airport,Tripoli,large_airport,False,NCE,Nice-Côte d'Azur Airport,"Nice, Alpes-Maritimes",large_airport,False,1308.34
LY,IT,MJI,Mitiga International Airport,Tripoli,large_airport,False,GOA,Genoa Cristoforo Colombo Airport,Genova (GE),large_airport,False,1337.38
LY,ES,MJI,Mitiga International Airport,Tripoli,large_airport,False,BCN,Josep Tarradellas Barcelona-El Prat Airport,Barcelona,large_airport,False,1362.35
LY,FR,MJI,Mitiga International Airport,Tripoli,large_airport,False,MRS,Marseille Provence Airport,"Marignane, Bouches-du-Rhône",large_airport,False,1367.23
LY,ES,MJI,Mitiga International Airport,Tripoli,large_airport,False,ALC,Alicante-Elche Miguel Hernández Airport,Alicante,large_airport,False,1386.14
LY,TR,MJI,Mitiga International Airport,Tripoli,large_airport,False,ADB,Adnan Menderes International Airport,Gaziemir,large_airport,False,1388.43
LY,TR,MJI,Mitiga International Airport,Tripoli,large_airport,False,BJV,Milas Bodrum International Airport,Bodrum,large_airport,False,1393.43
LY,IT,MJI,Mitiga International Airport,Tripoli,large_airport,False,VCE,Venice Marco Polo Airport,Venezia (VE),large_airport,False,1404.85
LY,BG,MJI,Mitiga International Airport,Tripoli,large_airport,False,SOF,Sofia Airport,Sofia,large_airport,False,1405.21
LY,IT,MJI,Mitiga International Airport,Tripoli,large_airport,False,VRN,Verona Villafranca Valerio Catullo Airport,Caselle (VR),large_airport,False,1405.44
LY,HR,MJI,Mitiga International Airport,Tripoli,large_airport,False,ZAG,Zagreb Franjo Tuđman International Airport,Velika Gorica,large_airport,False,1448.62
LY,IT,MJI,Mitiga International Airport,Tripoli,large_airport,False,TRN,Turin Airport,Caselle Torinese (TO),large_airport,False,1451.77
LY,IT,MJI,Mitiga International Airport,Tripoli,large_airport,False,BGY,Milan Bergamo Airport / Antonio Locatelli Air Base,Orio al Serio (BG),large_airport,False,1453.54
LY,RS,MJI,Mitiga International Airport,Tripoli,large_airport,False,BEG,Belgrade Nikola Tesla Airport,Belgrade,large_airport,False,1457.49
LY,IT,MJI,Mitiga International Airport,Tripoli,large_airport,False,MXP,Milan Malpensa International Airport,Ferno (VA),large_airport,False,1469.22
LY,TR,MJI,Mitiga International Airport,Tripoli,large_airport,False,DLM,Dalaman International Airport,Dalaman,large_airport,False,1476.07
LY,SI,MJI,Mitiga International Airport,Tripoli,large_airport,False,LJU,Ljubljana Jože Pučnik Airport,Zgornji Brnik,large_airport,False,1485.78
LY,FR,MJI,Mitiga International Airport,Tripoli,large_airport,False,TLS,Toulouse-Blagnac Airport,Toulouse/Blagnac,large_airport,False,1580.75
LY,FR,MJI,Mitiga International Airport,Tripoli,large_airport,False,LYS,Lyon Saint-Exupéry Airport,"Colombier-Saugnieu, Rhône",large_airport,False,1589.79
LY,CH,MJI,Mitiga International Airport,Tripoli,large_airport,False,GVA,Geneva Cointrin International Airport,Geneva,large_airport,False,1604.88
LY,BG,MJI,Mitiga International Airport,Tripoli,large_airport,False,BOJ,Burgas Airport,Burgas,large_airport,False,1646.26
LY,TR,MJI,Mitiga International Airport,Tripoli,large_airport,False,AYT,Antalya International Airport,Antalya,large_airport,False,1655.42
LY,CH,MJI,Mitiga International Airport,Tripoli,large_airport,False,ZRH,Zürich Airport,Zurich,large_airport,False,1668.17
LY,ES,MJI,Mitiga International Airport,Tripoli,large_airport,False,AGP,Málaga-Costa del Sol Airport,Málaga,large_airport,False,1675.23
LY,TR,MJI,Mitiga International Airport,Tripoli,large_airport,False,SAW,Istanbul Sabiha Gökçen International Airport,"Pendik, Istanbul",large_airport,False,1675.95
LY,HU,MJI,Mitiga International Airport,Tripoli,large_airport,False,BUD,Budapest Liszt Ferenc International Airport,Budapest,large_airport,False,1693.13
LY,MA,MJI,Mitiga International Airport,Tripoli,large_airport,False,FEZ,Fes Saïss International Airport,Saïss,large_airport,False,1697.11
LY,RO,MJI,Mitiga International Airport,Tripoli,large_airport,False,OTP,Bucharest Henri Coandă International Airport,Otopeni,large_airport,False,1705.29
LY,FR,MJI,Mitiga International Airport,Tripoli,large_airport,False,BSL,EuroAirport Basel-Mulhouse-Freiburg,Saint-Louis,large_airport,False,1705.97
LY,BG,MJI,Mitiga International Airport,Tripoli,large_airport,False,VAR,Varna Airport,Varna,large_airport,False,1710.56
LY,AT,MJI,Mitiga International Airport,Tripoli,large_airport,False,VIE,Vienna International Airport,Vienna,large_airport,False,1714.4
LY,DE,MJI,Mitiga International Airport,Tripoli,large_airport,False,MUC,Munich Airport,Munich,large_airport,False,1723.87
LY,SK,MJI,Mitiga International Airport,Tripoli,large_airport,False,BTS,M. R. Štefánik Airport,Bratislava,large_airport,False,1730.35
LY,GI,MJI,Mitiga International Airport,Tripoli,large_airport,False,GIB,Gibraltar Airport,Gibraltar,large_airport,False,1742.59
LY,DE,MJI,Mitiga International Airport,Tripoli,large_airport,False,STR,Stuttgart Airport,Stuttgart,large_airport,False,1789.03
LY,MA,MJI,Mitiga International Airport,Tripoli,large_airport,False,TNG,Tangier Ibn Battuta Airport,Tangier,large_airport,False,1789.29
LY,FR,MJI,Mitiga International Airport,Tripoli,large_airport,False,BOD,Bordeaux-Mérignac Airport,Bordeaux/Mérignac,large_airport,False,1792.54
LY,DE,MJI,Mitiga International Airport,Tripoli,large_airport,False,NUE,Nuremberg Airport,Nuremberg,large_airport,False,1855.63
LY,MA,MJI,Mitiga International Airport,Tripoli,large_airport,False,RBA,Rabat-Salé Airport,Rabat,large_airport,False,1860.24
LY,CY,MJI,Mitiga International Airport,Tripoli,large_airport,False,LCA,Larnaca International Airport,Larnaca,large_airport,False,1886.95
LY,CZ,MJI,Mitiga International Airport,Tripoli,large_airport,False,PRG,Václav Havel Airport Prague,Prague,large_airport,False,1915.23
LY,EG,MJI,Mitiga International Airport,Tripoli,large_airport,False,HMB,Suhaj Mubarak International Airport,Suhaj,large_airport,False,1923.38
LY,TR,MJI,Mitiga International Airport,Tripoli,large_airport,False,ESB,Esenboğa International Airport,Ankara,large_airport,False,1930.75
LY,MA,MJI,Mitiga International Airport,Tripoli,large_airport,False,CMN,Mohammed V International Airport,Casablanca,large_airport,False,1941.58
LY,LU,MJI,Mitiga International Airport,Tripoli,large_airport,False,LUX,Luxembourg-Findel International Airport,Luxembourg,large_airport,False,1950.24
LY,FR,MJI,Mitiga International Airport,Tripoli,large_airport,False,ORY,Paris-Orly Airport,"Paris (Orly, Val-de-Marne)",large_airport,False,1980.75
LY,PL,MJI,Mitiga International Airport,Tripoli,large_airport,False,KRK,Kraków John Paul II International Airport,Balice,large_airport,False,1984.25
LY,PT,MJI,Mitiga International Airport,Tripoli,large_airport,False,FAO,Faro Airport,Faro,large_airport,False,1985.94
LY,MA,MJI,Mitiga International Airport,Tripoli,large_airport,False,RAK,Menara Airport,Marrakech,large_airport,False,2007.03
LY,IL,MJI,Mitiga International Airport,Tripoli,large_airport,False,TLV,Ben Gurion International Airport,Tel Aviv,large_airport,False,2025.48
LY,TR,MJI,Mitiga International Airport,Tripoli,large_airport,False,COV,Çukurova International Airport,Tarsus,large_airport,False,2031.05
LY,LB,MJI,Mitiga International Airport,Tripoli,large_airport,False,BEY,Beirut Rafic Hariri International Airport,Beirut,large_airport,False,2060.53
LY,DE,MJI,Mitiga International Airport,Tripoli,large_airport,False,CGN,Cologne Bonn Airport,Köln (Cologne),large_airport,False,2060.58
LY,DE,MJI,Mitiga International Airport,Tripoli,large_airport,False,LEJ,Leipzig/Halle Airport,Schkeuditz,large_airport,False,2062.1
LY,EG,MJI,Mitiga International Airport,Tripoli,large_airport,False,HRG,Hurghada International Airport,Hurghada,large_airport,False,2069.92
LY,UA,MJI,Mitiga International Airport,Tripoli,large_airport,False,LWO,Lviv International Airport,Lviv,large_airport,False,2076.71
LY,IL,MJI,Mitiga International Airport,Tripoli,large_airport,False,ETM,Ramon International Airport,Eilat,large_airport,False,2089.95
LY,EG,MJI,Mitiga International Airport,Tripoli,large_airport,False,SSH,Sharm El Sheikh International Airport,Sharm El Sheikh,large_airport,False,2091.98
LY,DE,MJI,Mitiga International Airport,Tripoli,large_airport,False,DUS,Düsseldorf Airport,Düsseldorf,large_airport,False,2113.24
LY,PT,MJI,Mitiga International Airport,Tripoli,large_airport,False,LIS,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,large_airport,False,2118.4
LY,BE,MJI,Mitiga International Airport,Tripoli,large_airport,False,BRU,Brussels Airport,Zaventem,large_airport,False,2127.38
LY,JO,MJI,Mitiga International Airport,Tripoli,large_airport,False,AMM,Queen Alia International Airport,Amman,large_airport,False,2133.73
LY,PT,MJI,Mitiga International Airport,Tripoli,large_airport,False,OPO,Francisco de Sá Carneiro Airport,Porto,large_airport,False,2151.11
LY,SY,MJI,Mitiga International Airport,Tripoli,large_airport,False,DAM,Damascus International Airport,Damascus,large_airport,False,2158.67
LY,NL,MJI,Mitiga International Airport,Tripoli,large_airport,False,EIN,Eindhoven Airport,Eindhoven,large_airport,False,2161.12
LY,MA,MJI,Mitiga International Airport,Tripoli,large_airport,False,AGA,Al Massira Airport,Agadir (Temsia),large_airport,False,2164.34
LY,DE,MJI,Mitiga International Airport,Tripoli,large_airport,False,BER,Berlin Brandenburg Airport,Berlin,large_airport,False,2165.09
LY,DE,MJI,Mitiga International Airport,Tripoli,large_airport,False,HAJ,Hannover Airport,Hannover,large_airport,False,2195.16
LY,ES,MJI,Mitiga International Airport,Tripoli,large_airport,False,SCQ,Santiago-Rosalía de Castro Airport,Santiago de Compostela,large_airport,False,2195.88
LY,PL,MJI,Mitiga International Airport,Tripoli,large_airport,False,WAW,Warsaw Chopin Airport,Warsaw,large_airport,False,2230.6
LY,GB,MJI,Mitiga International Airport,Tripoli,large_airport,False,LGW,London Gatwick Airport,London,large_airport,False,2307.03
LY,TD,MJI,Mitiga International Airport,Tripoli,large_airport,False,NDJ,N'Djamena International Airport,N'Djamena,large_airport,False,2315.03
LY,DE,MJI,Mitiga International Airport,Tripoli,large_airport,False,HAM,Hamburg Helmut Schmidt Airport,Hamburg,large_airport,False,2320.84
LY,GB,MJI,Mitiga International Airport,Tripoli,large_airport,False,STN,London Stansted Airport,London,large_airport,False,2360.12
LY,GB,MJI,Mitiga International Airport,Tripoli,large_airport,False,LTN,London Luton Airport,"Luton, Bedfordshire",large_airport,False,2381.25
LY,UA,MJI,Mitiga International Airport,Tripoli,large_airport,False,KBP,Boryspil International Airport,Boryspil,large_airport,False,2417.63
LY,PL,MJI,Mitiga International Airport,Tripoli,large_airport,False,GDN,Gdańsk Lech Wałęsa Airport,Gdańsk,large_airport,False,2423.6
LY,NE,MJI,Mitiga International Airport,Tripoli,large_airport,False,NIM,Diori Hamani International Airport,Niamey,large_airport,False,2434.49
LY,GB,MJI,Mitiga International Airport,Tripoli,large_airport,False,BHX,Birmingham Airport,"Birmingham, West Midlands",large_airport,False,2487.19
LY,DK,MJI,Mitiga International Airport,Tripoli,large_airport,False,CPH,Copenhagen Kastrup Airport,Copenhagen,large_airport,False,2527.51
LY,DK,MJI,Mitiga International Airport,Tripoli,large_airport,False,BLL,Billund Airport,Billund,large_airport,False,2560.72
LY,GB,MJI,Mitiga International Airport,Tripoli,large_airport,False,MAN,Manchester Airport,"Manchester, Greater Manchester",large_airport,False,2589.28
LY,LT,MJI,Mitiga International Airport,Tripoli,large_airport,False,VNO,Vilnius International Airport,Vilnius,large_airport,False,2594.13
LY,RU,MJI,Mitiga International Airport,Tripoli,large_airport,False,AER,Sochi International Airport,Sochi,large_airport,False,2594.52
LY,ES,MJI,Mitiga International Airport,Tripoli,large_airport,False,ACE,César Manrique-Lanzarote Airport,San Bartolomé,large_airport,False,2595.42
LY,BY,MJI,Mitiga International Airport,Tripoli,large_airport,False,MSQ,Minsk National Airport,Minsk,large_airport,False,2609.4
LY,ES,MJI,Mitiga International Airport,Tripoli,large_airport,False,FUE,Fuerteventura Airport,El Matorral,large_airport,False,2635.62
LY,NG,MJI,Mitiga International Airport,Tripoli,large_airport,False,ABV,Nnamdi Azikiwe International Airport,Abuja,large_airport,False,2727.07
LY,SA,MJI,Mitiga International Airport,Tripoli,large_airport,False,MED,Prince Mohammad Bin Abdulaziz Airport,Medina,large_airport,False,2728.67
LY,SD,MJI,Mitiga International Airport,Tripoli,large_airport,False,KRT,Khartoum International Airport,Khartoum,large_airport,False,2732.02
LY,SE,MJI,Mitiga International Airport,Tripoli,large_airport,False,GOT,Göteborg Landvetter Airport,Göteborg,large_airport,False,2755.47
LY,IE,MJI,Mitiga International Airport,Tripoli,large_airport,False,DUB,Dublin Airport,Dublin,large_airport,False,2760.28
LY,RU,MJI,Mitiga International Airport,Tripoli,large_airport,False,ROV,Platov International Airport,Rostov-on-Don,large_airport,False,2762.09
LY,LV,MJI,Mitiga International Airport,Tripoli,large_airport,False,RIX,Riga International Airport,Riga,large_airport,False,2793.88
LY,ES,MJI,Mitiga International Airport,Tripoli,large_airport,False,LPA,Gran Canaria Airport,Gran Canaria Island,large_airport,False,2795.45
LY,PT,MJI,Mitiga International Airport,Tripoli,large_airport,False,FNC,Madeira International Airport Cristiano Ronaldo,Funchal,large_airport,False,2800.44
LY,IE,MJI,Mitiga International Airport,Tripoli,large_airport,False,SNN,Shannon Airport,Shannon,large_airport,False,2828.45
LY,SA,MJI,Mitiga International Airport,Tripoli,large_airport,False,JED,King Abdulaziz International Airport,Jeddah,large_airport,False,2833.4
LY,GB,MJI,Mitiga International Airport,Tripoli,large_airport,False,BFS,Belfast International Airport,Belfast,large_airport,False,2861.24
LY,GB,MJI,Mitiga International Airport,Tripoli,large_airport,False,EDI,Edinburgh Airport,Edinburgh,large_airport,False,2868.08
LY,IQ,MJI,Mitiga International Airport,Tripoli,large_airport,False,BGW,Baghdad International Airport / New Al Muthana Air Base,Baghdad,large_airport,False,2873.08
LY,AM,MJI,Mitiga International Airport,Tripoli,large_airport,False,EVN,Zvartnots International Airport,Yerevan,large_airport,False,2878.01
LY,GB,MJI,Mitiga International Airport,Tripoli,large_airport,False,GLA,Glasgow International Airport,"Paisley, Renfrewshire",large_airport,False,2898.44
LY,ES,MJI,Mitiga International Airport,Tripoli,large_airport,False,TFS,Tenerife Sur Airport,Tenerife,large_airport,False,2902.07
LY,NO,MJI,Mitiga International Airport,Tripoli,large_airport,False,SVG,"Stavanger Airport, Sola",Stavanger,large_airport,False,2945.07
LY,GE,MJI,Mitiga International Airport,Tripoli,large_airport,False,TBS,Tbilisi International Airport,Tbilisi,large_airport,False,2947.15
LY,SE,MJI,Mitiga International Airport,Tripoli,large_airport,False,ARN,Stockholm-Arlanda Airport,Stockholm,large_airport,False,2994.84
LY,NO,MJI,Mitiga International Airport,Tripoli,large_airport,False,OSL,"Oslo Airport, Gardermoen",Oslo (Gardermoen),large_airport,False,3040.08
LY,EE,MJI,Mitiga International Airport,Tripoli,large_airport,False,TLL,Lennart Meri Tallinn Airport,Tallinn,large_airport,False,3070.09
LY,NG,MJI,Mitiga International Airport,Tripoli,large_airport,False,LOS,Murtala Muhammed International Airport,Lagos,large_airport,False,3102.06
LY,NO,MJI,Mitiga International Airport,Tripoli,large_airport,False,BGO,"Bergen Airport, Flesland",Bergen,large_airport,False,3103.48
LY,ML,MJI,Mitiga International Airport,Tripoli,large_airport,False,BKO,Modibo Keita International Airport,Bamako,large_airport,False,3128.1
LY,RU,MJI,Mitiga International Airport,Tripoli,large_airport,False,VKO,Vnukovo International Airport,Moscow,large_airport,False,3131.62
LY,RU,MJI,Mitiga International Airport,Tripoli,large_airport,False,DME,Domodedovo International Airport,Moscow,large_airport,False,3147.4
LY,FI,MJI,Mitiga International Airport,Tripoli,large_airport,False,HEL,Helsinki Vantaa Airport,Helsinki (Vantaa),large_airport,False,3166.63
LY,RU,MJI,Mitiga International Airport,Tripoli,large_airport,False,SVO,Sheremetyevo International Airport,Moscow,large_airport,False,3167.88
LY,RU,MJI,Mitiga International Airport,Tripoli,large_airport,False,ZIA,Zhukovsky International Airport,Moscow,large_airport,False,3169.58
LY,RU,MJI,Mitiga International Airport,Tripoli,large_airport,False,LED,Pulkovo Airport,St. Petersburg,large_airport,False,3241.58
LY,KW,MJI,Mitiga International Airport,Tripoli,large_airport,False,KWI,Kuwait International Airport,Kuwait City,large_airport,False,3313.68
LY,MR,MJI,Mitiga International Airport,Tripoli,large_airport,False,NKC,Nouakchott–Oumtounsy International Airport,Nouakchott,large_airport,False,3334.98
LY,GH,MJI,Mitiga International Airport,Tripoli,large_airport,False,ACC,Kotoka International Airport,Accra,large_airport,False,3338.86
LY,SA,MJI,Mitiga International Airport,Tripoli,large_airport,False,RUH,King Khaled International Airport,Riyadh,large_airport,False,3353.72
LY,AZ,MJI,Mitiga International Airport,Tripoli,large_airport,False,GYD,Heydar Aliyev International Airport,Baku,large_airport,False,3358.41
LY,RU,MJI,Mitiga International Airport,Tripoli,large_airport,False,GSV,Gagarin International Airport,Saratov,large_airport,False,3372.04
LY,NO,MJI,Mitiga International Airport,Tripoli,large_airport,False,TRD,"Trondheim Airport, Værnes",Trondheim,large_airport,False,3402.79
LY,IR,MJI,Mitiga International Airport,Tripoli,large_airport,False,IKA,Imam Khomeini International Airport,Tehran,large_airport,False,3474.29
LY,IR,MJI,Mitiga International Airport,Tripoli,large_airport,False,THR,Mehrabad International Airport,Tehran,large_airport,False,3485.47
LY,PT,MJI,Mitiga International Airport,Tripoli,large_airport,False,PDL,João Paulo II Airport,Ponta Delgada,large_airport,False,3552.26
LY,SA,MJI,Mitiga International Airport,Tripoli,large_airport,False,DMM,King Fahd International Airport,Ad Dammam,large_airport,False,3580.2
LY,SS,MJI,Mitiga International Airport,Tripoli,large_airport,False,JUB,Juba International Airport,Juba,large_airport,False,3649.02
LY,BH,MJI,Mitiga International Airport,Tripoli,large_airport,False,BAH,Bahrain International Airport,Manama,large_airport,False,3666.51
LY,SN,MJI,Mitiga International Airport,Tripoli,large_airport,False,DSS,Blaise Diagne International Airport,Dakar,large_airport,False,3671.93
LY,ST,MJI,Mitiga International Airport,Tripoli,large_airport,False,TMS,São Tomé International Airport,São Tomé,large_airport,False,3680.3
LY,RU,MJI,Mitiga International Airport,Tripoli,large_airport,False,KUF,Kurumoch International Airport,Samara,large_airport,False,3699.83
LY,GM,MJI,Mitiga International Airport,Tripoli,large_airport,False,BJL,Banjul International Airport,Yundum,large_airport,False,3731.89
LY,ET,MJI,Mitiga International Airport,Tripoli,large_airport,False,ADD,Addis Ababa Bole International Airport,Addis Ababa,large_airport,False,3731.93
LY,IR,MJI,Mitiga International Airport,Tripoli,large_airport,False,SYZ,Shiraz Shahid Dastghaib International Airport,Shiraz,large_airport,False,3734.65
LY,RU,MJI,Mitiga International Airport,Tripoli,large_airport,False,KZN,Kazan International Airport,Kazan,large_airport,False,3747.92
LY,SL,MJI,Mitiga International Airport,Tripoli,large_airport,False,FNA,Lungi International Airport,Freetown (Lungi-Town),large_airport,False,3832.47
LY,LR,MJI,Mitiga International Airport,Tripoli,large_airport,False,ROB,Roberts International Airport,Monrovia,large_airport,False,3842.22
LY,DJ,MJI,Mitiga International Airport,Tripoli,large_airport,False,JIB,Djibouti-Ambouli Airport,Djibouti City,large_airport,False,3858.87
LY,CV,MJI,Mitiga International Airport,Tripoli,large_airport,False,SID,Amílcar Cabral International Airport,Espargos,large_airport,False,4046.34
LY,TM,MJI,Mitiga International Airport,Tripoli,large_airport,False,ASB,Ashgabat International Airport,Ashgabat,large_airport,False,4082.6
LY,RU,MJI,Mitiga International Airport,Tripoli,large_airport,False,UFA,Ufa International Airport,Ufa,large_airport,False,4089.87
LY,NO,MJI,Mitiga International Airport,Tripoli,large_airport,False,TOS,"Tromsø Airport, Langnes",Tromsø,large_airport,False,4105.97
LY,AE,MJI,Mitiga International Airport,Tripoli,large_airport,False,AUH,Zayed International Airport,Abu Dhabi,large_airport,False,4116.23
LY,AE,MJI,Mitiga International Airport,Tripoli,large_airport,False,DWC,Al Maktoum International Airport,Jebel Ali,large_airport,False,4144.5
LY,CD,MJI,Mitiga International Airport,Tripoli,large_airport,False,FIH,Ndjili International Airport,Kinshasa,large_airport,False,4151.31
LY,AE,MJI,Mitiga International Airport,Tripoli,large_airport,False,SHJ,Sharjah International Airport,Sharjah,large_airport,False,4159.72
LY,UG,MJI,Mitiga International Airport,Tripoli,large_airport,False,EBB,Entebbe International Airport,Kampala,large_airport,False,4167.16
LY,CV,MJI,Mitiga International Airport,Tripoli,large_airport,False,RAI,Nelson Mandela International Airport,Praia,large_airport,False,4205.96
LY,IR,MJI,Mitiga International Airport,Tripoli,large_airport,False,MHD,Mashhad International Airport,Mashhad,large_airport,False,4220.56
LY,IS,MJI,Mitiga International Airport,Tripoli,large_airport,False,KEF,Keflavik International Airport,Reykjavík,large_airport,False,4242.13
LY,RW,MJI,Mitiga International Airport,Tripoli,large_airport,False,KGL,Kigali International Airport,Kigali,large_airport,False,4261.5
LY,RU,MJI,Mitiga International Airport,Tripoli,large_airport,False,SVX,Koltsovo Airport,Yekaterinburg,large_airport,False,4456.91
LY,OM,MJI,Mitiga International Airport,Tripoli,large_airport,False,MCT,Muscat International Airport,Muscat,large_airport,False,4492.56
LY,KE,MJI,Mitiga International Airport,Tripoli,large_airport,False,NBO,Jomo Kenyatta International Airport,Nairobi,large_airport,False,4541.32
LY,OM,MJI,Mitiga International Airport,Tripoli,large_airport,False,DQM,Duqm International Airport,Duqm,large_airport,False,4630.16
LY,AO,MJI,Mitiga International Airport,Tripoli,large_airport,False,LAD,Quatro de Fevereiro International Airport,Luanda,large_airport,False,4642.41
LY,KE,MJI,Mitiga International Airport,Tripoli,large_airport,False,MBA,Moi International Airport,Mombasa,large_airport,False,4953.54
LY,UZ,MJI,Mitiga International Airport,Tripoli,large_airport,False,TAS,Tashkent International Airport,Tashkent,large_airport,False,4967.11
LY,KZ,MJI,Mitiga International Airport,Tripoli,large_airport,False,NQZ,Nursultan Nazarbayev International Airport,Astana,large_airport,False,5061.61
LY,TZ,MJI,Mitiga International Airport,Tripoli,large_airport,False,ZNZ,Abeid Amani Karume International Airport,Zanzibar,large_airport,False,5140.11
LY,TZ,MJI,Mitiga International Airport,Tripoli,large_airport,False,DAR,Julius Nyerere International Airport,Dar es Salaam,large_airport,False,5201.78
LY,PK,MJI,Mitiga International Airport,Tripoli,large_airport,False,KHI,Jinnah International Airport,Karachi,large_airport,False,5263.28
LY,KG,MJI,Mitiga International Airport,Tripoli,large_airport,False,FRU,Manas International Airport,Bishkek,large_airport,False,5360.38
LY,PK,MJI,Mitiga International Airport,Tripoli,large_airport,False,ISB,Islamabad International Airport,Attock,large_airport,False,5458.29
LY,KZ,MJI,Mitiga International Airport,Tripoli,large_airport,False,ALA,Almaty International Airport,Almaty,large_airport,False,5559.57
LY,ZM,MJI,Mitiga International Airport,Tripoli,large_airport,False,LUN,Kenneth Kaunda International Airport,Lusaka,large_airport,False,5599.14
LY,CA,MJI,Mitiga International Airport,Tripoli,large_airport,False,YYT,St. John's International Airport,St. John's,large_airport,False,5657.18
LY,PK,MJI,Mitiga International Airport,Tripoli,large_airport,False,LHE,Allama Iqbal International Airport,Lahore,large_airport,False,5668.01
LY,RU,MJI,Mitiga International Airport,Tripoli,large_airport,False,OVB,Novosibirsk Tolmachevo Airport,Novosibirsk,large_airport,False,5788.54
LY,ZW,MJI,Mitiga International Airport,Tripoli,large_airport,False,HRE,Robert Gabriel Mugabe International Airport,Harare,large_airport,False,5959.84
LY,IN,MJI,Mitiga International Airport,Tripoli,large_airport,False,DEL,Indira Gandhi International Airport,New Delhi,large_airport,False,6025.37
LY,IN,MJI,Mitiga International Airport,Tripoli,large_airport,False,BOM,Chhatrapati Shivaji International Airport,Mumbai,large_airport,False,6070.43
LY,IN,MJI,Mitiga International Airport,Tripoli,large_airport,False,NMI,Navi Mumbai International Airport,Navi Mumbai,large_airport,False,6094.27
LY,SC,MJI,Mitiga International Airport,Tripoli,large_airport,False,SEZ,Seychelles International Airport,Mahe Island,large_airport,False,6101.56
LY,,MJI,Mitiga International Airport,Tripoli,large_airport,False,WDH,Hosea Kutako International Airport,Windhoek,large_airport,False,6173.04
LY,IN,MJI,Mitiga International Airport,Tripoli,large_airport,False,GOX,Manohar International Airport,Mopa,large_airport,False,6339.66
LY,IN,MJI,Mitiga International Airport,Tripoli,large_airport,False,GOI,Dabolim Airport,Vasco da Gama,large_airport,False,6356.79
LY,CN,MJI,Mitiga International Airport,Tripoli,large_airport,False,URC,Ürümqi Diwopu International Airport,Ürümqi,large_airport,False,6362.2
